"","X","DAY","MONTH","YEAR","LATITUDE.x","LONGITUDE.x","Depth","Magnitude","Magnitude.Type","FLAG_TSUNAMI","INTENSITY","COUNTRY","LOCATION_NAME","DEATHS","INJURIES","DAMAGE_MILLIONS_DOLLARS","HOUSES_DESTROYED","HOUSES_DAMAGED","TOTAL_MISSING","PeopleAffected","PropertyDamanged"
"1134",1134,3,3,2002,36.502,70.482,225.6,7.4,"MWC",0,6,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",166,4,73.5,300,300,62,232,600
"1135",1135,3,3,2011,9.457,125.935,49.7,5.5,"MWC",0,6,"PHILIPPINES","PHILIPPINES:  MINDANAO",1,2,16,14000,60,6,9,14060
"1136",1136,3,4,1983,8.717,-83.123,37,7.1,"MW",0,8,"COSTA RICA","COSTA RICA:  SE, PANAMA: W",6,30,1,500,9350,138,174,9850
"1137",1137,3,4,1999,-16.66,-72.662,87.2,6.8,"MWC",0,6,"PERU","PERU:  CAMANA, AREQUIPA",1,50,5,30,300,17,68,330
"1138",1138,3,4,2014,-20.5709,-70.4931,22.4,7.7,"MWW",1,6,"CHILE","CHILE:  NORTHERN:  IQUIQUE",30,45,1,512,1111,200,275,1623
"1139",1139,3,5,1965,13.683,-89.07,15,5.9,"MW",0,6,"EL SALVADOR","EL SALVADOR:  SAN MARCOS",125,1138,35,500,700,21,1284,1200
"1140",1140,3,5,1996,40.774,109.661,26,6,"MWC",0,8,"CHINA","CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT",23,330,1,3000,20,1,354,3020
"1141",1141,3,5,1998,22.306,125.308,33,7.5,"MWB",1,9,"TAIWAN","TAIWAN",3,200,1000,34,1,15,218,35
"1142",1142,3,5,2004,-37.695,-73.406,21,6.6,"MWB",0,6,"CHILE","CHILE: CANETE",30,32,3.5,6000,41000,366,428,47000
"1143",1143,3,5,2006,-20.187,-174.123,55,8,"MWC",1,7,"TONGA","TONGA ISLANDS",1,1,1,115,55000,70,72,55115
"1144",1144,3,7,1965,22.338,101.496,35,5.9,"MW",0,7,"CHINA","CHINA:   YUNNAN PROVINCE",140,200,31,14,1500,28,368,1514
"1145",1145,3,7,1983,9.652,-83.688,33,6.5,"MW",0,9,"COSTA RICA","COSTA RICA:  SAN JOSE",2,60,5,8,70,9,71,78
"1146",1146,3,7,1985,-4.439,152.828,33,7.3,"MW",1,7,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL",1,112,1,3,685,1,114,688
"1147",1147,3,7,2015,37.4593,78.1542,20,6.4,"MWW",0,10,"CHINA","CHINA:  S. XINJIANG:  HOTAN",3,263,1150,3000,1200,11,277,4200
"1148",1148,3,8,1974,35.999,139.819,58,5.6,"MB",0,6,"JAPAN","JAPAN:  HONSHU:  KAKIOTA,  MITO, TOKYO",2,17,5,2453,2230,1,20,4683
"1149",1149,3,8,1978,-26.513,-70.544,58,6.3,"MB",0,9,"CHILE","CHILE:  NORTHERN:  COPIAPO-TALTAI",3000,13,5,4000,41000,200,3213,45000
"1150",1150,3,8,1990,47.963,84.961,33.4,6.2,"MW",0,7,"KAZAKHSTAN","KAZAKHSTAN:  AKKAL, UST",83,8,10,500,20,11,102,520
"1151",1151,3,8,2014,27.1891,103.4086,12,6.2,"MWW",0,10,"CHINA","CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",589,2400,0.5,12000,260,28,3017,12260
"1152",1152,3,9,1967,-10.656,-79.674,15,7,"MW",1,8,"PERU","PERU:  OFF COAST",1,91,72,2305,10044,6,98,12349
"1153",1153,3,9,1968,41.86,32.463,20,6.3,"MW",1,8,"TURKEY","TURKEY:  BARTIN, AMASRA, CAKRAZ",24,200,1,2000,2000,15,239,4000
"1154",1154,3,9,1972,35.919,73.416,30,6.2,"MW",0,8,"PAKISTAN","PAKISTAN:  TANGIR, GUPIS, RAWALPINDI, PESHAWAR",100,25,5,1000,1000,11,136,2000
"1155",1155,3,9,1987,-58.893,158.513,33,7.4,"MW",0,6,"AUSTRALIA","AUSTRALIA:  MACQUARIE ISLAND",1,97,5,43000,12000,200,298,55000
"1156",1156,3,9,2010,-43.522,171.83,12,7,"MWC",0,9,"NEW ZEALAND","NEW ZEALAND:  CHRISTCHURCH",1,2,6500,75000,169632,366,369,244632
"1157",1157,30,1,1969,4.569,127.306,60,7.6,"MW",0,8,"INDONESIA","INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",5,1500,600,97294,1140,28,1533,98434
"1158",1158,30,1,1973,18.481,-102.996,43,7.5,"MS",1,8,"MEXICO","MEXICO:  S, FARIAS, TECOMAN",56,390,60,544,6615,11,457,7159
"1159",1159,30,1,2002,18.194,-95.908,108.9,5.9,"MWC",0,7,"MEXICO","MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC",600,100,410.9,300,90,200,900,390
"1160",1160,30,1,2012,-14.168,-75.635,43,6.4,"MWW",0,5,"PERU","PERU:  ICA",6,119,33.5,53000,12000,6,131,65000
"1161",1161,30,10,1983,35.464,133.899,26.9,5.5,"MB",0,6,"JAPAN","JAPAN:  TOTTORI, YONANGO",9,91,6.5,12000,6000,62,162,18000
"1162",1162,30,10,1983,40.33,42.187,11.6,6.8,"MW",0,10,"TURKEY","TURKEY:  ERZURUM, KARS, KHORASAN, PASINLER, NARMAN",1342,1142,25,6998,100,138,2622,7098
"1163",1163,30,10,2016,42.8621,13.0961,8,6.6,"MWW",0,9,"ITALY","ITALY: NORCIA",2,12,245,680,300,138,152,980
"1164",1164,30,11,1967,41.386,20.532,20,6.7,"MW",0,10,"ALBANIA","ALBANIA",18,100,20,154,500,1,119,654
"1165",1165,30,11,1976,-20.52,-68.919,82,6.5,"MB",0,8,"CHILE","CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA",1,13,20,84,35,1,15,119
"1166",1166,30,11,1983,-6.852,72.11,10,7.3,"MW",1,6,"UK TERRITORY","INDIAN OCEAN:  CHAGOS ARCHIPELAGO:  DIEGO GARCIA",1,818,300,115,60,1,820,175
"1167",1167,30,11,1987,58.679,-142.786,10,7.9,"MW",1,6,"USA","ALASKA:  YAKUTAT",31000,166836,35,400000,273796,366,198202,673796
"1168",1168,30,11,1993,39.263,75.533,18.2,5.6,"MW",0,8,"CHINA","CHINA:  SOUTHERN XINJIANG:  SHUFU",6,4,1,100,1000,1,11,1100
"1169",1169,30,12,1983,36.372,70.738,214.5,7.4,"MW",0,7,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",26,483,3,113909,100000,15,524,213909
"1170",1170,30,12,1984,24.641,92.891,22.6,6,"MW",0,8,"INDIA","INDIA:  ASSAM, CACHAR DISTRICT",20,100,24,1,6,1,121,7
"1171",1171,30,12,1990,-5.097,150.967,178.6,7.5,"MW",0,5,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  NEW BRITAIN",5,5,0.786,20000,17,6,16,20017
"1172",1172,30,12,2009,32.464,-115.1891667,5.971,5.8,"MW",0,9,"MEXICO","MEXICO:  MEXICALI",402,1,30000,300,15700,28,431,16000
"1173",1173,30,3,1965,50.282,177.959,20,7.6,"MW",1,9,"USA","ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS",31000,30000,90,127000,1140,366,61366,128140
"1174",1174,30,3,1988,30.89,50.194,32.9,5.9,"MW",0,8,"IRAN","IRAN:  DEH DASHT, BAHBAHAN",12,75,50,1111,100,15,102,1211
"1175",1175,30,3,2010,13.667,92.831,34,6.6,"MWC",0,7,"INDIA","INDIA: ANDAMAN ISLANDS:  DIGLIPUR",125,10,300,2000,994,21,156,2994
"1176",1176,30,4,1985,39.266,22.81,26.9,5.7,"MW",0,6,"GREECE","GREECE:  MAGNISIA",180,60,6.5,7,544,138,378,551
"1177",1177,30,5,1979,-8.207,115.949,25,6.1,"MB",0,7,"INDONESIA","INDONESIA:  SUMBAWA ISLAND",22,200,4.15,14,1900,1,223,1914
"1178",1178,30,5,1990,45.841,26.668,89.3,7,"MW",0,6,"ROMANIA","ROMANIA:  BUCHAREST, BRAILA, BRASOV",14,700,23.7,540,2000,15,729,2540
"1179",1179,30,5,1990,-6.016,-77.229,24.2,6.6,"MW",0,6,"PERU","PERU:  MOYABAMBA-RIOJO",200,8130,1,43000,15706,9,8339,58706
"1180",1180,30,5,1998,37.106,70.11,33,6.6,"MWB",0,7,"AFGHANISTAN","AFGHANISTAN:  BADAKHSHAN, TAKHAR",4700,1,10,8200,90,700,5401,8290
"1181",1181,30,5,2014,24.9997,97.845,10,5.9,"MWW",0,6,"CHINA","CHINA:  YUNNAN PROVINCE:  YINGJIANG",22,45,1,12000,840,138,205,12840
"1182",1182,30,5,2015,27.8386,140.4931,664,7.8,"MWW",0,6,"JAPAN","JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND]",5,4,5,264878,127000,15,24,391878
"1183",1183,30,6,2010,16.396,-97.782,20,6.3,"MWC",0,9,"MEXICO","MEXICO:  SAN ANDRES HUAXPALTEPEC",1,250,5,97294,1140,28,279,98434
"1184",1184,30,7,1970,37.733,55.885,15,6.7,"MW",0,8,"IRAN","IRAN:  KARNAVEH, MAREV",220,220,8,2000,2000,62,502,4000
"1185",1185,30,7,1972,56.724,-135.853,25,7.6,"MW",1,7,"USA","ALASKA:  SITKA, JUNEAU",11000,30000,55,134,1025,366,41366,1159
"1186",1186,30,7,1995,-23.34,-70.294,45.6,8,"MW",1,7,"CHILE","CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",3,58,1.66,115,41000,70,131,41115
"1187",1187,30,7,2000,33.901,139.376,10,6.5,"MWC",1,5,"JAPAN","JAPAN:  HONSHU:  S",7,1,85,8,20,138,146,28
"1188",1188,30,7,2010,35.221,59.317,19,5.5,"MWC",0,7,"IRAN","IRAN:  TORBET-I-HEYDARIYEH",11,274,2000,70000,20,11,296,70020
"1189",1189,30,8,1967,31.633,100.262,10,6.4,"MW",0,9,"CHINA","CHINA: SICHUAN PROVINCE",589,1300,5,14,1,1,1890,15
"1190",1190,30,8,1986,45.547,26.316,132.3,7.2,"MW",0,8,"ROMANIA","ROMANIA:  BUCHAREST, KISHINEV-KAGUL",2,558,730,66800,55000,1,561,121800
"1191",1191,30,8,2008,26.241,101.889,11,6,"MWC",0,10,"CHINA","CHINA:  SICHUAN PROVINCE",43,589,5200,392000,392000,28,660,784000
"1192",1192,30,9,1970,20.73,122.003,30,6,"MW",1,7,"PHILIPPINES","PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",9,300,1000,187,1800,5,314,1987
"1193",1193,30,9,1997,31.959,141.878,10,6.2,"MWB",1,8,"JAPAN","JAPAN:  HONSHU:  S",3,30,58.35,20,2230,11,44,2250
"1194",1194,30,9,1999,16.059,-96.931,60.6,7.5,"MWC",0,8,"MEXICO","MEXICO:  OAXACA",35,215,164.8,154,2000,1,251,2154
"1195",1195,30,9,2007,-49.271,164.115,10,7.4,"MWC",1,6,"NEW ZEALAND","NEW ZEALAND:  AUCKLAND ISLANDS",1,2608,0.6,41000,56425,17,2626,97425
"1196",1196,30,9,2009,-0.72,99.867,81,7.6,"MWC",1,8,"INDONESIA","INDONESIA:  SUMATRA:  PADANG",1117,1214,2200,328,181665,6,2337,181993
"1197",1197,31,1,1974,-7.461,155.894,34,7,"MS",1,7,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,1297,5,71000,15706,200,1498,86706
"1198",1198,31,1,1977,40.04,70.852,20,6.1,"MB",0,7,"TAJIKISTAN","TAJIKISTAN",600,3757,1,90,1951,1,4358,2041
"1199",1199,31,1,1991,35.993,70.423,142.4,6.9,"MW",0,7,"AFGHANISTAN","AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",848,200,36,7,2000,15,1063,2007
"1200",1200,31,10,1970,-4.999,145.396,60,6.9,"MW",1,8,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  MADANG",15,20,1.75,800,800,9,44,1600
"1201",1201,31,10,1975,12.54,125.993,50,7.2,"MS",1,6,"PHILIPPINES","PHILIPPINES",1,6,150,2556,7000,1,8,9556
"1202",1202,31,10,1988,36.443,2.759,12,5.6,"MW",0,8,"ALGERIA","ALGERIA:  BLIDA, MEDEA-ALGIERS",56,29,6.5,500,1500,1,86,2000
"1203",1203,31,10,2002,41.789,14.872,10,5.9,"MWB",0,6,"ITALY","ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",29,135,796,108226,500000,138,302,608226
"1204",1204,31,10,2003,37.812,142.619,10,7,"MWB",1,9,"JAPAN","JAPAN:  EAST COAST HONSHU",110,500,5200,28,300,62,672,328
"1205",1205,31,10,2007,37.43,-121.77,10,5.6,"MWC",0,6,"USA","CALIFORNIA:  SAN JOSE",662,32,358,2556,71,28,722,2627
"1206",1206,31,12,1966,-12.091,166.552,55,7.8,"MW",1,6,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",1,25,500,41302,40,200,226,41342
"1207",1207,31,12,1966,-12.326,166.491,35,7.1,"MW",1,6,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",1,1948,17,200,1000,200,2149,1200
"1208",1208,31,12,1975,38.628,21.798,19,5.5,"MS",0,9,"GREECE","GREECE:  KATO-MAKRINOU",1,10,4,5100,7500,15,26,12600
"1209",1209,31,12,2009,27.319,91.51,10,5.5,"MB",0,11,"BHUTAN","BHUTAN:  DAMETSI",11,2,5,14000,71,28,41,14071
"1210",1210,31,3,1965,38.365,22.405,75,6.8,"MW",0,10,"GREECE","GREECE",6,1,58.35,11,100,1,8,111
"1211",1211,31,3,1969,27.575,33.895,10,6.6,"MW",1,8,"EGYPT","EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",2,16,10,107,300,1,19,407
"1212",1212,31,3,1983,2.461,-76.686,22.2,5.5,"MB",0,8,"COLOMBIA","COLOMBIA:  SW, POPAYAN",350,1200,410.9,15000,40,1,1551,15040
"1213",1213,31,3,2002,24.279,122.179,32.8,7.1,"MWC",1,8,"TAIWAN","TAIWAN:  TAIPEI",5,200,358,100,718,15,220,818
"1214",1214,31,3,2006,33.5,48.78,7,6.1,"MWC",0,5,"IRAN","IRAN:  WESTERN:  BORUJERD, DORUD",70,1300,450,5500,5000,138,1508,10500
"1215",1215,31,5,1970,-9.183,-78.737,45,7.9,"MW",1,10,"PERU","PERU: NORTHERN, PISCO, CHICLAYO",66794,50000,530,12000,55000,700,117494,67000
"1216",1216,31,5,1990,45.811,26.769,88.2,6.3,"MW",0,5,"ROMANIA","ROMANIA:  KISHINEV, CIS",2412,200,80,500,2230,6,2618,2730
"1217",1217,31,7,1970,-1.597,-72.532,644.8,8,"MW",0,5,"PERU","PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY",1,27,0.5,37000,70,28,56,37070
"1218",1218,31,7,2002,7.929,-82.793,10,6.5,"MWC",0,7,"PANAMA","PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL",628,11,2000,22399,55000,70,709,77399
"1219",1219,31,7,2016,-8.1935,117.8136,21,5.6,"MWW",0,6,"INDONESIA","INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA",54,4,54,300,700,70,128,1000
"1220",1220,31,8,1968,34.158,59.083,10,7.1,"MW",0,10,"IRAN","IRAN:  DASHT-E-BAYAZ",10488,17000,35,12000,82000,17,27505,94000
"1221",1221,31,8,1977,7.335,-76.298,33,6.4,"MS",0,9,"COLOMBIA","COLOMBIA:  APARTADO, MEDELLIN",3,104,411,1287,14118,9,116,15405
"1222",1222,31,8,2012,10.811,126.638,28,7.6,"MWW",1,10,"PHILIPPINES","PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",1,1,0.3,2678,393,28,30,3071
"1223",1223,31,8,2013,28.2425,99.3502,8,5.6,"MWW",0,8,"CHINA","CHINA:  YUNNAN PROVINCE:  BENZILAN",5,24,1,600,55000,1,30,55600
"1224",1224,4,1,1970,24.185,102.543,11.3,7.1,"MW",0,10,"CHINA","CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI",10000,6152,30,8229,8546,17,16169,16775
"1225",1225,4,1,1972,22.638,122.067,28,6.9,"MW",0,5,"TAIWAN","TAIWAN",4,2,16200,2000,16712,62,68,18712
"1226",1226,4,10,1983,-26.535,-70.563,14.8,7.4,"MW",1,7,"CHILE","CHILE:  NORTHERN:  COPOAPO-CHANARAL",5,12,1,40,15700,17,34,15740
"1227",1227,4,10,1994,43.773,147.321,14,8.3,"MW",1,9,"RUSSIA","RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO",11,382,50,544,20,15,408,564
"1228",1228,4,11,1973,38.896,20.441,8,5.8,"MB",0,8,"GREECE","GREECE:  LEUKAS ISLAND, PREVEZA, VONITSA",3,17,1,5043,5000,62,82,10043
"1229",1229,4,11,1991,30.666,50.218,38.5,5.6,"MW",0,6,"IRAN","IRAN:  BEHBAHAN",70,51,2,290,287,62,183,577
"1230",1230,4,12,1972,33.362,140.827,55,7.4,"MW",1,10,"JAPAN","JAPAN:  S OF HONSHU, HACHIJOJIMA",316000,30000,410.9,108226,188383,200,346200,296609
"1231",1231,4,2,1965,51.251,178.715,30.3,8.7,"MW",1,6,"USA","ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS",17118,3,50,107,100,200,17321,207
"1232",1232,4,2,1971,0.653,98.711,30,7,"MW",0,6,"INDONESIA","INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN",1,600,4,16,15,21,622,31
"1233",1233,4,2,1975,40.641,122.58,33,7,"MW",0,10,"CHINA","CHINA:  LIAONING PROVINCE:  YINGTAO, ANSHAN",300,20,6500,200,1025,11,331,1225
"1234",1234,4,2,1976,15.324,-89.101,5,7.5,"MW",1,9,"GUATEMALA","GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY",23000,76000,2147,10000,12000,200,99200,22000
"1235",1235,4,2,1997,37.661,57.291,10,6.5,"MWC",0,8,"IRAN","IRAN:  BOJNURD, SHIRVAN, ESFARAYEN",88,1948,30,5500,11000,138,2174,16500
"1236",1236,4,2,1998,37.075,70.089,33,5.9,"MWC",0,8,"AFGHANISTAN","AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE",2323,818,1,8094,20,200,3341,8114
"1237",1237,4,2,2004,8.358,-82.877,29.2,6.1,"MWB",0,6,"PANAMA","PANAMA-COSTA RICA:  CHIRIQUI",117,4,7.5,108226,100000,200,321,208226
"1238",1238,4,2,2011,24.618,94.68,85,6.2,"MWW",0,8,"MYANMAR (BURMA)","MYANMAR (BURMA):  MONYWA",1,9,1,39700,40,1,11,39740
"1239",1239,4,3,1977,45.772,26.761,94,6.4,"MB",0,8,"ROMANIA","ROMANIA:  BUCHAREST",1641,10500,2000,37000,32,1,12142,37032
"1240",1240,4,3,1981,38.209,23.288,28.5,6.4,"MS",0,9,"GREECE","GREECE:  ATHENS-CORINTH-KHALIS",1,9,12,2000,3700,138,148,5700
"1241",1241,4,3,1990,28.925,66.331,10.1,6.1,"MW",0,8,"PAKISTAN","PAKISTAN:  KALAT, QUETTA, MASTUNG",11,40,1,30,95532,28,79,95562
"1242",1242,4,3,1999,28.343,57.193,33,6.6,"MWC",0,7,"IRAN","IRAN:  SOUTHERN:  KERMAN",1,6,1,1150,517,1,8,1667
"1243",1243,4,3,2010,22.918,120.795,21,6.3,"MWC",0,9,"TAIWAN","TAIWAN:  KAO-HSIUNG",4,96,1000,17600,120,28,128,17720
"1244",1244,4,4,1983,5.723,94.722,78.5,6.9,"MW",0,7,"INDONESIA","INDONESIA:  SUMATERA:  BANDA ACEH",1,100,1,12000,9350,70,171,21350
"1245",1245,4,4,1991,-6.038,-77.13,20.7,6.5,"MW",0,5,"PERU","PERU:  RIOJA, NEUVA CAJAMARCA",15,10,700,5,15,70,95,20
"1246",1246,4,4,2010,32.2861667,-115.2953333,9.987,7.2,"MW",0,9,"MEXICO","MEXICO:  BAJA CALIFORNIA",2,233,1150,191,90,138,373,281
"1247",1247,4,5,1989,11.038,-68.27,15.5,5.5,"MW",0,6,"VENEZUELA","VENEZUELA:  FALCON, CARABOBO, CARACAS",7,17,7,20,554,9,33,574
"1248",1248,4,5,1991,9.542,-82.418,10,6.2,"MW",0,7,"PANAMA","PANAMA:  CHANGUINOLA, ALMIRANTE, BOCAS DEL TORO",2,36,5,2556,20,70,108,2576
"1249",1249,4,5,2000,-1.105,123.573,26,7.6,"MWC",1,9,"INDONESIA","INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",46,264,30,10000,127,9,319,10127
"1250",1250,4,5,2003,39.43,77.219,10,5.8,"MWC",0,6,"CHINA","CHINA:  S. XINJIANG:  YOPURGA",1,3,164,1600,1027,11,15,2627
"1251",1251,4,5,2004,37.506,96.758,13.5,5.5,"MWB",0,8,"CHINA","CHINA:  QINGHAI PROVINCE:  DELINGHA",261,45,4,6000,5000,28,334,11000
"1252",1252,4,6,1994,-10.777,113.366,11.2,6.5,"MW",1,6,"INDONESIA","INDONESIA:  JAVA",1,39,300,53000,20,200,240,53020
"1253",1253,4,6,2000,-4.721,102.087,33,7.9,"MWC",0,6,"INDONESIA","INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",103,2174,6,392000,400000,1,2278,792000
"1254",1254,4,6,2012,-7.692,106.371,50,5.9,"MWW",0,6,"INDONESIA","INDONESIA:  JAVA",1,2,1,12000,23,200,203,12023
"1255",1255,4,6,2015,5.9867,116.5409,10,6,"MWW",0,6,"MALAYSIA","MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",18,30,226.8,56,23,70,118,79
"1256",1256,4,7,1974,45.136,94.034,33,6.7,"MS",0,8,"MONGOLIA","MONGOLIA",24,3,1e+05,2678,100000,62,89,102678
"1257",1257,4,7,1991,-8.099,124.681,28.8,6.9,"MWB",0,8,"INDONESIA","INDONESIA:  TIMOR:  KALABAHI, DILI",28,181,7.7,1150,820,17,226,1970
"1258",1258,4,7,2009,9.59,-78.966,38,6.1,"MWC",0,5,"PANAMA","PANAMA: PANAMA CITY",2,32,70,300,150,9,43,450
"1259",1259,4,8,1998,-0.593,-80.393,33,7.2,"MWC",0,8,"ECUADOR","ECUADOR:  BAHIA DE CARAQUEZ, CANOA",3,40,28.4,115,28417,21,64,28532
"1260",1260,4,8,2000,48.786,142.246,10,6.8,"MWC",0,6,"RUSSIA","RUSSIA:  SAKHALIN ISLAND, UGLEGORSK, MAKAROV",573,8,0.92,160,1390,138,719,1550
"1261",1261,4,8,2003,-60.532,-43.411,10,7.6,"MWC",0,4,"ANTARCTICA","SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS",1,200,48,8200,300,700,901,8500
"1262",1262,4,8,2004,36.833,27.815,10,5.6,"MWC",0,8,"TURKEY","TURKEY:  BODRUM",2,15,550,1,700,1,18,701
"1263",1263,4,9,1989,55.543,-156.835,11.4,7.1,"MW",1,10,"USA","ALASKA",2266,2414,55,300,30000,28,4708,30300
"1264",1264,4,9,1989,-4.219,136.667,9.1,6.4,"MW",0,7,"INDONESIA","INDONESIA:  TEMBAGAPURA",1,525,796,50,82000,1,527,82050
"1265",1265,4,9,1996,31.555,139.931,33,5.7,"MWC",1,5,"JAPAN","HONSHU ISLAND, JAPAN",2,3399,80,600,2000,138,3539,2600
"1266",1266,5,1,1967,48.168,103.036,13.2,7,"MW",0,10,"MONGOLIA","MONGOLIA",1100,100,14000,294,676,11,1211,970
"1267",1267,5,1,1969,-7.97,158.888,60,7,"MW",0,6,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA ISABEL ISLAND",1,25,0.5,43719,66800,17,43,110519
"1268",1268,5,1,1974,-12.299,-76.352,98,6.3,"MB",0,9,"PERU","PERU:  LIMA, YAUYOS",10,100,2.1,56425,500000,70,180,556425
"1269",1269,5,1,1987,41.964,81.319,16.5,5.7,"MW",0,8,"CHINA","CHINA:  S XINJIANG PROVINCE:  BAICHENG",2,16,4,471,100,1,19,571
"1270",1270,5,1,1991,23.613,95.901,19.7,7,"MW",0,9,"MYANMAR (BURMA)","MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",2,300,1.714,300,32,62,364,332
"1271",1271,5,1,2008,14.129,-91.479,66.2,5.6,"MWC",0,7,"GUATEMALA","GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",738,5,410.9,1111,1001,6,749,2112
"1272",1272,5,1,2010,-9.019,157.551,15.4,6.8,"MWC",1,9,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,97,0.2,512,25,6,104,537
"1273",1273,5,1,2013,55.393,-134.652,10,7.5,"MWW",1,7,"USA","ALASKA:  SOUTHEASTERN",2,45,865,544,517,15,62,1061
"1274",1274,5,10,1973,-32.518,-71.478,33,6.7,"MS",1,7,"CHILE","CHILE:  VALPARAISO, LA LIGUA, SANTIAGO",20,1,33.5,10762,40,366,387,10802
"1275",1275,5,10,1980,-39.542,176.478,32,5.6,"MB",0,6,"NEW ZEALAND","NEW ZEALAND:  GISBORNE, HAWERA, EASTBOURNE, NAPIER",1,1436,5,600,575,1,1438,1175
"1276",1276,5,10,2008,39.533,73.824,27.4,6.7,"MWC",0,8,"KYRGYZSTAN","KYRGYZSTAN: NURA",74,140,0.6,16,2230,1,215,2246
"1277",1277,5,12,1997,54.841,162.035,33,7.8,"MWC",1,7,"RUSSIA","RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",17,100,30000,4000,5000,62,179,9000
"1278",1278,5,12,2005,-6.224,29.83,22,6.8,"MWC",0,6,"CONGO","CONGO:  KALEMIE",6,100,5,300,20,1,107,320
"1279",1279,5,12,2012,33.506,59.571,14.4,5.8,"MWW",0,7,"IRAN","IRAN:  KHORASAN PROVINCE",8,12,3100,40,700,15,35,740
"1280",1280,5,2,1966,26.246,103.187,10,6.4,"MW",0,9,"CHINA","CHINA:  YUNNAN PROVINCE",3,600,10,30,32,28,631,62
"1281",1281,5,2,1966,39.093,21.777,10,6.2,"MW",0,9,"GREECE","GREECE:  CENTRAL",1,60,4,450,200,1,62,650
"1282",1282,5,2,1988,-24.753,-70.433,36.9,7.2,"MW",1,8,"CHILE","CHILE:  TALTAL",3,2,15800,544,12000,6,11,12544
"1283",1283,5,2,1994,0.593,30.037,14.2,6.2,"MWB",0,6,"UGANDA","UGANDA:  FORT PORTAL, KASESE; ZAMBIA",7,2000,70,10533,2500,9,2016,13033
"1284",1284,5,2,1995,-37.759,178.752,21.1,7.1,"MW",0,9,"NEW ZEALAND","NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH",1,5,1,83,4000,1,7,4083
"1285",1285,5,2,2004,-3.615,135.538,16.6,7,"MWC",0,8,"INDONESIA","INDONESIA:  NABIRE",37,682,12.5,2678,6615,9,728,9293
"1286",1286,5,2,2016,22.9375,120.6014,23,6.4,"MWW",0,8,"TAIWAN","TAIWAN:  TAINAN",116,525,12,1875,100,5,646,1975
"1287",1287,5,3,1987,-24.388,-70.161,62.3,7.6,"MW",1,6,"CHILE","CHILE:  ANTOFAGASTA, ARICA",1,2,1,15314,15700,200,203,31014
"1288",1288,5,3,2002,6.033,124.249,31,7.5,"MWC",1,7,"PHILIPPINES","PHILIPPINES:  MINDANAO",15,100,1.714,1000,800,1,116,1800
"1289",1289,5,3,2012,12.354,123.7,37.3,5.6,"MWC",0,6,"PHILIPPINES","PHILIPPINES:  MASBATE ISLAND",2,10,143,1,614,6,18,615
