"","X","DAY","MONTH","YEAR","LATITUDE.x","LONGITUDE.x","Depth","Magnitude","Magnitude.Type","FLAG_TSUNAMI","INTENSITY","COUNTRY","LOCATION_NAME","DEATHS","INJURIES","DAMAGE_MILLIONS_DOLLARS","HOUSES_DESTROYED","HOUSES_DAMAGED","TOTAL_MISSING","PeopleAffected","PropertyDamanged"
"910",910,26,1,1985,-33.053,-68.467,5,6.2,"MW",0,7,"ARGENTINA","ARGENTINA:  WEST CENTRAL, MENDOZA, LA LIGUA",6,238,5,12000,12000,200,444,24000
"911",911,26,1,1993,23.027,101.062,33,5.6,"MW",0,6,"CHINA","CHINA:  YUNNAN PROVINCE",1,66,73,28417,28417,1,68,56834
"912",912,26,1,2001,23.419,70.232,16,7.7,"MWC",0,10,"INDIA","INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",20005,166836,2623,339000,339000,17,186858,678000
"913",913,26,1,2014,38.2082,20.4528,8,6.1,"MWW",0,9,"GREECE","GREECE:  KEFALONIA",545,6,178,1150,200,28,579,1350
"914",914,26,10,1969,44.813,17.339,15,6.1,"MW",0,8,"BOSNIA-HERZEGOVINA","BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA",14,91,50,300,56,1,106,356
"915",915,26,10,1984,39.155,71.328,33,6.1,"MW",0,7,"TAJIKISTAN","TAJIKISTAN:  DZHIRGATAL, GARM",500,23,232.3,690,18771,15,538,19461
"916",916,26,10,2015,36.459,70.6847,206.94,5.9,"MB",0,6,"AFGHANISTAN","AFGHANISTAN: HINDU KUSH",300,1700,2.1,4000,2000,11,2011,6000
"917",917,26,10,2015,36.5244,70.3676,231,7.5,"MWW",0,6,"AFGHANISTAN","AFGHANISTAN: HINDU KUSH",300,1700,5,4000,100,62,2062,4100
"918",918,26,10,2016,42.9564,13.0666,10,6.1,"MWW",0,6,"ITALY","ITALY:  VISSO, USSITA",1,25,0.5,200,1001,15,41,1201
"919",919,26,11,1987,-8.247,124.155,33,6.7,"MW",1,6,"INDONESIA","INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG",125,108,5,237,200,70,303,437
"920",920,26,11,1999,-16.423,168.214,33,7.5,"MWC",1,6,"VANUATU","VANUATU ISLANDS:  PENTECOST",5,100,1,14,82000,6,111,82014
"921",921,26,11,2004,-3.609,135.404,10,7.1,"MWC",0,8,"INDONESIA","INDONESIA:  NABIRE",32,130,55,328,1097,1,163,1425
"922",922,26,12,1975,-16.264,-172.467,33,7.8,"MS",1,5,"SAMOA","SAMOA ISLANDS",81,1700,2000,800,55000,70,1851,55800
"923",923,26,12,1994,40.74,-124.31,23,5.5,"MWC",0,7,"USA","CALIFORNIA:  EUREKA, SAMOA, ARCATA, BLUE LAKE",662,11,2.1,1,62,28,701,63
"924",924,26,12,2003,28.995,58.311,10,6.6,"MWC",0,9,"IRAN","IRAN:  SOUTHEASTERN:  BAM, BARAVAT",31000,30000,32.7,23,600,366,61366,623
"925",925,26,12,2004,3.295,95.982,30,9.1,"MW",1,10,"INDONESIA","INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST",1001,3900,10000,544,41,21,4922,585
"926",926,26,12,2006,21.799,120.547,10,7.1,"MWB",1,10,"TAIWAN","TAIWAN:  PINGTUNG",2,40,1,544,1420,11,53,1964
"927",927,26,12,2007,39.446,33.162,8.3,5.6,"MWC",0,8,"TURKEY","TURKEY:  CENTRAL:  ANKARA",180,200,8,2214,2214,11,391,4428
"928",928,26,2,2010,25.93,128.425,25,7,"MWC",1,8,"JAPAN","JAPAN:  TORI SHIMA, OKINAWA",3,2,1,300,1000,11,16,1300
"929",929,26,2,2012,22.661,120.891,28,5.9,"MWW",0,9,"TAIWAN","TAIWAN:  PINGTUNG",2,5000,5,1136,8229,28,5030,9365
"930",930,26,3,1966,37.714,115.275,20,6,"MW",0,7,"CHINA","CHINA:  HEBEI PROVINCE",43,100,20,80000,20,11,154,80020
"931",931,26,3,1990,9.253,125.606,39.2,5.9,"MW",0,4,"PHILIPPINES","PHILIPPINES:  SANTIAGO",1,2,131.5,21100,500,70,73,21600
"932",932,26,3,1997,31.92,130.429,10,6.1,"MWC",0,6,"JAPAN","JAPAN:  KYUSHU, KAGOSHIMA",6,5,12.5,2,1000,1,12,1002
"933",933,26,3,2002,23.346,124.09,33,6.4,"MWC",1,8,"JAPAN","JAPAN:  RYUKYU ISLANDS",2,500,4,1,500,62,564,501
"934",934,26,4,1973,19.933,-155.1,50,6.1,"MS",0,8,"USA","HAWAII: HILO",2,11,5.75,16,28,5,18,44
"935",935,26,4,1981,33.0955,-115.6245,18.904,5.75,"ML",0,7,"USA","CALIFORNIA:  WESTMORLAND,CALIPATRIA",4689,1500,1.5,40,20,700,6889,60
"936",936,26,4,1986,32.128,76.374,33,5.5,"MW",0,9,"INDIA","INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN",6,30,15000,65,260,28,64,325
"937",937,26,4,1990,36.04,100.274,10,6.3,"MW",0,6,"CHINA","CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI",126,2049,58.35,66800,66800,62,2237,133600
"938",938,26,4,1990,36.239,100.254,9.6,6.3,"MB",0,10,"CHINA","CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI",126,2049,58.35,66800,66800,11,2186,133600
"939",939,26,4,1990,35.986,100.245,8.1,6.5,"MW",0,7,"CHINA","CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI",126,2049,58.35,66800,66800,15,2190,133600
"940",940,26,4,2002,13.088,144.619,85.7,7.1,"MWC",0,7,"USA TERRITORY","GUAM",1,5,0.9,35,544,138,144,579
"941",941,26,5,1975,35.997,-17.649,33,7.9,"MS",1,6,"ATLANTIC OCEAN","ATLANTIC OCEAN:  MADERIA ISLANDS",5000,3900,4000,12000,1000,200,9100,13000
"942",942,26,5,2003,2.354,128.855,31,7,"MWC",0,7,"INDONESIA","INDONESIA:  MOROTAI, BEREBERE, DARUBA",1,7,0.4,28,20,70,78,48
"943",943,26,5,2003,38.849,141.568,68,7,"MWB",0,7,"JAPAN","JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",1,143,233,412000,720,11,155,412720
"944",944,26,5,2006,-7.961,110.446,12.5,6.3,"MWB",0,6,"INDONESIA","INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",5749,38568,3100,127000,127000,17,44334,254000
"945",945,26,5,2008,8.423,-82.968,13,5.6,"MWC",0,11,"COSTA RICA","PANAMA-COSTA RICA",5,30,33.5,31785,12000,1,36,43785
"946",946,26,6,1973,43.175,146.56,50,6.6,"MS",1,8,"RUSSIA","RUSSIA:  KURIL ISLANDS:  S",10,200,1.794,1875,11,1,211,1886
"947",947,26,6,1989,39.112,-28.242,11.3,5.9,"MW",0,6,"AZORES (PORTUGAL)","AZORES:  GRACIOSA, TERCEIRA",5,175,28.4,31785,300,1,181,32085
"948",948,26,6,1989,19.36,-155.08,9,6.4,"MWC",1,6,"USA","HAWAIIAN ISLANDS:  PUNA DISTRICT",894,5,8,105,20,9,908,125
"949",949,26,6,1989,19.362,-155.083,9.4,6.5,"MW",1,6,"USA","HAWAIIAN ISLANDS:  PUNA DISTRICT",894,5,1,105,500,21,920,605
"950",950,26,7,1967,39.568,40.445,20,6.2,"MW",0,7,"TURKEY","TURKEY:  TUNCELI",97,6512,10,28417,82000,15,6624,110417
"951",951,26,7,1971,-4.817,153.172,40,8.1,"MW",1,6,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL",1,225,200,800,23,21,247,823
"952",952,26,7,1976,4.956,118.308,33,6.2,"MS",0,7,"MALAYSIA","MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",3,100,50,400,45,200,303,445
"953",953,26,7,2001,39.059,24.244,10,6.5,"MWC",0,6,"GREECE","GREECE:  SKYROS",2,60,3.7,200,100,11,73,300
"954",954,26,7,2003,22.854,92.306,10,5.7,"MWC",0,9,"BANGLADESH","BANGLADESH:  RANGAMATI",2,25,1,500,600,1,28,1100
"955",955,26,7,2005,45.365,-112.615,12.9,5.6,"MWC",0,6,"USA","MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES",2220,2,19.5,2005,62,6,2228,2067
"956",956,26,7,2007,2.872,127.464,25,6.9,"MWB",0,8,"INDONESIA","INDONESIA:  MALUKU:  N",181,42,0.4,2005,6,9,232,2011
"957",957,26,9,1970,6.214,-77.488,15,6.6,"MW",0,8,"COLOMBIA","COLOMBIA:  BAHIA SOLANO",1,2,0.4,104,150,21,24,254
"958",958,26,9,1997,43.048,12.879,10,5.7,"MWC",0,8,"ITALY","ITALY:  CENTRAL:  MARCHE, UMBRIA",2,130,5,500,5000,1,133,5500
"959",959,26,9,1997,43.084,12.812,10,6,"MWC",0,10,"ITALY","ITALY:  CENTRAL:  MARCHE, UMBRIA",14,100,4524.9,80000,15706,15,129,95706
"960",960,26,9,2005,-5.678,-76.398,115,7.5,"MWB",0,8,"PERU","PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",5,60,1.5,241,28417,1,66,28658
"961",961,27,1,2003,39.5,39.878,10,6.1,"MWC",0,8,"TURKEY","TURKEY:  SAGLAMTAS, PULUMUR",1,17,20,250,455,138,156,705
"962",962,27,1,2006,-5.473,128.131,397,7.6,"MWC",0,6,"INDONESIA","INDONESIA:  BANDA SEA",1,12000,5,200000,500000,1,12002,7e+05
"963",963,27,10,1969,44.854,17.253,15,6.1,"MW",0,9,"BOSNIA-HERZEGOVINA","BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",9,3,5600,512,126,1,13,638
"964",964,27,10,1971,-15.582,167.246,45,6.8,"MW",0,7,"VANUATU","VANUATU ISLANDS:  ESPIRITU SANTO, PORT VILA",1,9,4524.9,100,815,1,11,915
"965",965,27,10,1979,13.833,-90.881,58,6.8,"MS",0,6,"GUATEMALA","GUATEMALA",4,23,25,1500,2000,138,165,3500
"966",966,27,10,1985,36.46,6.761,10,5.8,"MW",0,6,"ALGERIA","ALGERIA:  ANNABA-SETIF-SOUK",6,27,1000,500,7500,11,44,8000
"967",967,27,10,2001,26.316,100.648,10,5.6,"MWC",0,9,"CHINA","CHINA:  YUNNAN PROVINCE:  YONGSHENG",1,220,5,3400,3400,21,242,6800
"968",968,27,10,2004,37.284,138.885,14.1,6,"MWB",0,4,"JAPAN","JAPAN:  HONSHU:  NIIGATA PREFECTURE",22,5,1,1,3700,15,42,3701
"969",969,27,10,2004,45.787,26.622,95.8,5.9,"MWB",0,5,"ROMANIA","ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",53,5,1000,2453,5192,1,59,7645
"970",970,27,11,1976,36.507,71.042,190,6.1,"MB",0,5,"AFGHANISTAN","AFGHANISTAN; TAJIKISTAN:  KHOROG",1,5,5,5385,2230,11,17,7615
"971",971,27,11,1979,33.962,59.726,10,7.1,"MS",0,5,"IRAN","IRAN",17,24,369.6,154,160,11,52,314
"972",972,27,11,1990,43.853,16.633,24,5.6,"MW",0,8,"BOSNIA-HERZEGOVINA","BALKANS NW:  BOSNIA-HERZEGOVINA:  TITOGRAD",1,10,300,5100,4882,15,26,9982
"973",973,27,11,2002,-14.49,167.827,33,5.9,"MWC",0,5,"VANUATU","VANUATU ISLANDS: MERE LAVA ISLAND",1,3,70,10533,1111,1,5,11644
"974",974,27,11,2005,26.774,55.858,10,5.9,"MWC",0,8,"IRAN","IRAN:  QESHM, ZIRANG",13,100,25,14,800,28,141,814
"975",975,27,12,2003,-22.107,169.35,10,6.1,"MWC",1,6,"NEW CALEDONIA","NEW CALEDONIA:  LOYALTY ISLANDS",1,123,1.5,781,14118,1,125,14899
"976",976,27,12,2011,51.842,95.911,15,6.6,"MWW",0,10,"RUSSIA","RUSSIA:  KYZYL",11,926,5200,1875,2000,62,999,3875
"977",977,27,2,1997,29.976,68.208,33,7.1,"MWC",0,8,"PAKISTAN","PAKISTAN:  HARNAI-SIBI, QUETTA",60,30,1.714,500,500,15,105,1000
"978",978,27,2,2010,-24.872,-65.602,10,6.3,"MWC",0,8,"ARGENTINA","ARGENTINA:  SALTA",2,2,1,294,43000,17,21,43294
"979",979,27,2,2010,-54.027,-133.64,10,5.6,"MB",1,9,"CHILE","CHILE:  MAULE, CONCEPCION, TALCAHUANO",402,12000,30000,75000,500000,200,12602,575000
"980",980,27,2,2010,-36.122,-72.898,22.9,8.8,"MWW",1,9,"CHILE","CHILE:  MAULE, CONCEPCION, TALCAHUANO",402,12000,30000,10000,500000,6,12408,510000
"981",981,27,3,1967,38.474,116.608,29.7,6.1,"MW",0,7,"CHINA","CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",20,60,0.1,53886,41000,11,91,94886
"982",982,27,3,1975,40.418,26.139,5,6.7,"MS",0,6,"TURKEY","TURKEY:  W; CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI",3,240,4.2,781,544,138,381,1325
"983",983,27,3,1984,-4.647,145.805,27.6,6.5,"MW",0,8,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  KARKAR",1,11,25,3300,20,200,212,3320
"984",984,27,3,2013,23.828,121.215,19,5.9,"MWW",0,7,"TAIWAN","TAIWAN:  NANTOU COUNTY, TAIPEI",1,86,1.128,471,4882,1,88,5353
"985",985,27,5,1989,30.167,50.921,30.5,6,"MW",0,6,"IRAN","IRAN:  DO GOBADAN, FARS, YASUJ",114,17,5,60000,43719,62,193,103719
"986",986,27,5,1992,-11.122,165.239,18.8,7,"MW",1,8,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",5,5,3600,7,1900,17,27,1907
"987",987,27,5,1995,52.629,142.827,11,7.1,"MWB",1,9,"RUSSIA","RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO",1989,750,300,40,90,62,2801,130
"988",988,27,5,2003,36.939,3.578,8,5.8,"MWB",1,7,"ALGERIA","ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",9,200,2.43,43719,15700,1,210,59419
"989",989,27,5,2008,32.71,105.54,10,5.7,"MWC",0,9,"CHINA","CHINA:  SICHUAN PROVINCE",60,45,5,20000,20000,138,243,40000
"990",990,27,6,1966,29.504,80.845,25.9,6,"MW",0,8,"NEPAL","NEPAL-INDIA",80,100,1,5200,2000,138,318,7200
"991",991,27,6,1998,36.878,35.307,33,6.3,"MWC",0,8,"TURKEY","TURKEY:  ADANA, CEYHAN",145,1500,550,1700,615,62,1707,2315
"992",992,27,7,1971,-2.839,-77.322,120,7.4,"MW",0,7,"PERU","PERU-ECUADOR:  GUAYAQUIL",1,100,5,15000,575,5,106,15575
"993",993,27,7,1976,39.57,117.978,23,7.5,"MW",0,11,"CHINA","CHINA:  NE:  TANGSHAN",242769,799000,5600,5360000,5360000,1,1041770,10720000
"994",994,27,7,2015,-2.6286,138.5277,48,7,"MWW",0,6,"INDONESIA","INDONESIA:  PAPUA",1,10,236.4,500,5,1,12,505
"995",995,27,7,2015,52.376,-169.4458,29,6.9,"MWW",1,9,"USA","ALASKA",5000,483,3.7,4,1951,200,5683,1955
"996",996,27,8,1984,1.761,99.075,32.5,5.6,"MW",0,6,"INDONESIA","INDONESIA:  N SUMATERA:  TARUTUNG",1,123,1,415,8546,70,194,8961
"997",997,27,8,1998,39.66,77.343,33,6.4,"MWB",0,10,"CHINA","CHINA:  SOUTHERN XINJIANG:  JIASHI",3,7,58.35,3600,18771,62,72,22371
"998",998,27,8,2008,51.607,104.158,16,6.3,"MWC",0,8,"RUSSIA","RUSSIA:  LAKE BAYKAL",1,4,5600,2678,20,1,6,2698
"999",999,27,8,2010,35.49,54.47,7,5.8,"MWC",0,8,"IRAN","IRAN:  DAMGHAN-TORUD",3,200,14000,700,15,1,204,715
"1000",1000,27,8,2012,12.139,-88.59,28,7.3,"MWW",1,9,"NICARAGUA","NICARAGUA:  OFF THE COAST",177,13,12,300,1001,1,191,1301
"1001",1001,27,9,1971,46.347,141.144,18.4,6.6,"MW",1,10,"RUSSIA","RUSSIA:  SAKHALIN, MONERON ISLAND",20,1411,200,1,1390,15,1446,1391
"1002",1002,27,9,1974,43.176,146.651,43,6.7,"MS",1,4,"RUSSIA","RUSSIA:  KURIL-JAPAN:  HOKKAIDO",1,8,1000,15000,200,1,10,15200
"1003",1003,27,9,1985,-9.829,159.854,31.9,6.7,"MW",0,7,"SOLOMON ISLANDS","SOLOMON ISLANDS:  HONIARA, GUADACANAL",1,100,28.4,40,21100,1,102,21140
"1004",1004,27,9,2003,50.038,87.813,16,7.3,"MWB",0,10,"RUSSIA","RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",3,5,10.6,300,1390,138,146,1690
"1005",1005,27,9,2010,29.637,51.666,20,5.9,"MWC",0,8,"IRAN","IRAN:  SHIRAZ",1,3,1000,1000,3400,1,5,4400
"1006",1006,28,1,2004,-3.12,127.4,17.4,6.7,"MWB",1,8,"INDONESIA","INDONESIA:  SERAM",500,112,0.4,518,8546,70,682,9064
"1007",1007,28,10,1983,44.058,-113.857,10,6.9,"MW",0,9,"USA","IDAHO:  BORAH PEAK, CHALLIS, MACKAY",2,2,12.5,105,1200,138,142,1305
"1008",1008,28,10,2008,30.639,67.351,15,6.4,"MWC",0,8,"PAKISTAN","PAKISTAN:  QUETTA",166,370,1,3487,3487,11,547,6974
"1009",1009,28,10,2011,-14.438,-75.966,24,6.9,"MWW",0,7,"PERU","PERU:  SAN VICENTE DE CANETE",1,103,0.5,134,133000,70,174,133134
"1010",1010,28,10,2012,52.788,-132.101,14,7.8,"MWW",1,7,"CANADA","CANADA:  QUEEN CHARLOTTE ISLANDS",9500,755,4.2,8561,23,1,10256,8584
"1011",1011,28,11,1970,-21.092,-69.797,44.9,5.9,"MW",1,7,"CHILE","CHILE:  NORTHERN",13,1200,19.5,108226,12000,700,1913,120226
"1012",1012,28,11,1985,-13.987,166.185,33,7,"MW",0,7,"VANUATU","VANUATU ISLANDS",1,2000,164,5000,7561,70,2071,12561
"1013",1013,28,11,1991,36.924,49.603,15.7,5.6,"MW",0,6,"IRAN","IRAN:  RUDBAR, RASHT",1,70,4524.9,2000,3400,15,86,5400
"1014",1014,28,11,2004,43.006,145.119,39,7,"MWB",1,9,"JAPAN","JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",37,24,20000,60,4882,11,72,4942
"1015",1015,28,11,2013,29.32,51.31,8,5.8,"MWB",0,8,"IRAN","IRAN:  BORAZJAN",8,190,80,250,1500,62,260,1750
"1016",1016,28,12,1966,-25.494,-70.55,25,7.7,"MW",1,8,"CHILE","CHILE:  TALTAL, CATALINA",3,6,0.4,800,55000,1,10,55800
"1017",1017,28,12,1973,-14.464,166.601,26,7.5,"MS",0,7,"VANUATU","VANUATU ISLANDS:  ESPIRITU SANTO, LUGANILLE",1,129,150,2992,181665,200,330,184657
"1018",1018,28,12,1974,35.054,72.87,22,6.2,"MS",1,7,"PAKISTAN","PAKISTAN:  BALAKOT, PATAN",5300,17000,3.255,12000,20,700,23000,12020
"1019",1019,28,12,1982,33.826,139.434,22,6.3,"MW",1,7,"JAPAN","JAPAN:  S. OF HONSHU ISLAND",3,240,10,84,45,11,254,129
"1020",1020,28,12,1984,56.194,163.46,33,6.7,"MW",1,9,"RUSSIA","RUSSIA:  KAMCHATKA",6,128,134,99,90,11,145,189
"1021",1021,28,12,1994,40.525,143.419,26.5,7.8,"MW",1,9,"JAPAN","JAPAN:  HONSHU",3,200,170.4,300,1390,15,218,1690
"1022",1022,28,2,1969,36.033,-10.613,10,7.8,"MW",1,7,"PORTUGAL","PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",13,80,55,2305,700,15,108,3005
"1023",1023,28,2,1973,50.486,156.584,27,7.2,"MS",1,8,"RUSSIA","RUSSIA:  KURIL ISLANDS, HIROO, URAKAWA",1,230,56,500,1390,62,293,1890
"1024",1024,28,2,1979,60.642,-141.593,15,7.1,"MS",1,7,"USA","ALASKA",10488,9000,10000,70000,40,700,20188,70040
"1025",1025,28,2,1990,34.144,-117.697,3.292,5.51,"ML",0,7,"USA","CALIFORNIA:  S,  CLAREMONT,  COVINA",1100,30,12.7,31785,40,21,1151,31825
"1026",1026,28,2,1990,34.14,-117.69,10,5.7,"MWC",0,7,"USA","CALIFORNIA:  S,  CLAREMONT,  COVINA",4689,30,12.7,600,840,200,4919,1440
"1027",1027,28,2,1997,38.075,48.05,10,6.1,"MWC",0,7,"IRAN","IRAN:  ARDABIL",1100,2600,5600,12000,71,28,3728,12071
"1028",1028,28,2,2001,47.149,-122.7266667,51.798,6.8,"MD",0,8,"USA","WASHINGTON:  OLYMPIA, SEATTLE, TACOMA",1,400,2000,1000,875,1,402,1875
"1029",1029,28,2,2006,28.12,56.865,18,6,"MWB",0,8,"IRAN","IRAN:  SOUTHERN",1,6,5,2000,160,15,22,2160
"1030",1030,28,3,1965,-32.522,-71.233,70,7.4,"MW",0,7,"CHILE","CHILE:  CENTRAL",400,50,125,34,15700,17,467,15734
"1031",1031,28,3,1969,38.515,28.546,10,6.7,"MW",0,5,"TURKEY","TURKEY:  ALASEHIR, SARIGOL, KIRAZ",53,1001,0.92,5000,593,62,1116,5593
"1032",1032,28,3,1970,39.098,29.57,25,6.9,"MW",0,10,"TURKEY","TURKEY:  GEDIZ",1086,1174,55.6,8229,8229,28,2288,16458
"1033",1033,28,3,1975,42.061,-112.548,5,6.1,"MB",0,8,"USA","IDAHO:  POCATELLO VALLEY",4689,2000,1,4500,1390,700,7389,5890
"1034",1034,28,3,1982,-12.69,-76.065,95,6.1,"MB",0,6,"PERU","PERU:  COAST, LUNAHUANA, LIMA, HUANCAYO",3,12000,5,400000,400000,200,12203,8e+05
"1035",1035,28,3,1996,-1.036,-78.737,33,6,"MWB",0,6,"ECUADOR","ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",27,9,7,1150,2740,1,37,3890
"1036",1036,28,3,1999,30.512,79.403,15,6.6,"MWB",0,8,"INDIA","INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL",100,394,70,21100,21100,15,509,42200
"1037",1037,28,3,2000,22.338,143.73,126.5,7.6,"MWC",0,5,"JAPAN","JAPAN:  VOLCANO ISLANDS",1,104,5000,2453,2000,11,116,4453
"1038",1038,28,3,2004,39.847,40.874,5,5.6,"MWC",0,7,"TURKEY","TURKEY:  ASKALE",5,12,5,50,50,11,28,100
"1039",1039,28,3,2005,2.085,97.108,30,8.6,"MWW",1,9,"INDONESIA","INDONESIA:  SUMATERA:  SW",1303,340,530,300,300,6,1649,600
"1040",1040,28,4,2008,-19.941,168.953,32,6.4,"MWC",1,2,"VANUATU","VANUATU ISLANDS",1,368,15800,20,41000,1,370,41020
"1041",1041,28,4,2016,-16.0429,167.3786,24,7,"MWW",1,8,"VANUATU","VANUATU ISLANDS",1,556,170.476,16,1900,1,558,1916
"1042",1042,28,5,1968,-2.85,139.353,45,7.5,"MW",0,8,"INDONESIA","INDONESIA:  NEW GUINEA:  IRIAN JAYA",1,1297,20.3,168,23,9,1307,191
"1043",1043,28,5,1998,37.388,78.843,33,5.6,"MWC",0,7,"CHINA","CHINA:  SOUTHERN XINJIANG",653,28,30,2000,160,1,682,2160
"1044",1044,28,5,2002,-28.937,-66.797,22.2,6,"MWC",0,6,"ARGENTINA","ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",19,27,0.5,40,40,17,63,80
"1045",1045,28,5,2004,36.29,51.61,17,6.3,"MWC",0,9,"IRAN","IRAN:  MAZANDARAN, QAZVIN, TEHRAN",35,400,0.45,200,700,1,436,900
"1046",1046,28,5,2009,16.731,-86.217,19,7.3,"MWC",1,9,"HONDURAS","HONDURAS:  NORTHERN; BELIZE",7,40,60,135,25,62,109,160
"1047",1047,28,6,1991,34.27,-117.993,8.049,5.8,"MW",0,7,"USA","CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES",2,104,33.5,300,2000,15,121,2300
"1048",1048,28,6,1991,34.26,-118,11,5.6,"MWC",0,7,"USA","CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES",2,104,33.5,500,2800,11,117,3300
"1049",1049,28,6,1992,34.2,-116.437,-0.097,7.3,"MW",0,9,"USA","CALIFORNIA: LANDERS, YUCCA  VALLEY",3,400,92,2305,15,15,418,2320
"1050",1050,28,6,1992,34.203,-116.827,3.634,6.3,"MW",0,8,"USA","CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",1476,300,5,60000,12000,1,1777,72000
"1051",1051,28,7,1976,39.664,118.401,26,7.4,"MS",0,9,"CHINA","CHINA:  NE:  TANGSHAN",75,1700,56,8561,500,138,1913,9061
"1052",1052,28,7,1981,30.013,57.794,33,7.1,"MS",0,9,"IRAN","IRAN:  SE, KERMAN",3000,1000,1000,35,5000,6,4006,5035
"1053",1053,28,8,1973,18.267,-96.598,84,6.8,"MB",0,7,"MEXICO","MEXICO:  VERACRUZ, MEXICO CITY",600,4,15800,40,5,21,625,45
"1054",1054,28,8,1977,-1.081,146.23,33,5.5,"MS",1,4,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  ADMIRALTY ISLANDS",30,23,20,20000,1111,70,123,21111
"1055",1055,28,8,1992,29.087,66.74,9.3,5.6,"MW",0,10,"PAKISTAN","PAKISTAN:  KALAT",4,200,1,99,8229,1,205,8328
"1056",1056,28,8,2009,37.696,95.718,13,6.3,"MWC",0,8,"CHINA","CHINA:  QINGHAI PROVINCE",2,9,1150,84,544,62,73,628
"1057",1057,28,9,1966,27.412,100.103,20,6.3,"MW",0,9,"CHINA","CHINA:   YUNNAN PROVINCE",1,4,5,5000,800,1,6,5800
"1058",1058,28,9,1997,-3.776,119.727,33,5.9,"MWB",0,7,"INDONESIA","INDONESIA:  SULAWESI, PAREPARE",20,300,1.1,650,50,1,321,700
"1059",1059,28,9,1998,-8.194,112.413,151.6,6.6,"MWB",0,6,"INDONESIA","INDONESIA:  JAWA, MALANG, BLITAR, BANTUR",1,100,0.5,38,62,17,118,100
"1060",1060,28,9,2004,35.8181667,-120.366,8.136,5.97,"MW",0,6,"USA","CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL",4689,20000,10,10000,2740,1,24690,12740
"1061",1061,28,9,2006,-16.592,-172.033,28,6.9,"MWC",1,4,"SAMOA","SAMOA ISLANDS",17,17,70,294,10044,70,104,10338
"1062",1062,28,9,2007,22.013,142.668,260,7.5,"MWC",0,5,"JAPAN","JAPAN:  VOLCANO ISLANDS",1,4,70,60000,35,15,20,60035
"1063",1063,28,9,2013,27.1825,65.5052,12,6.8,"MWW",0,8,"PAKISTAN","PAKISTAN: AWARAN",22,60,1.794,83,3487,11,93,3570
"1064",1064,29,1,1968,43.566,146.741,36.9,7.4,"MW",1,6,"RUSSIA","RUSSIA:  S. KURIL ISLANDS",56,558,3,512,20,15,629,532
"1065",1065,29,10,1966,38.796,21.242,25,5.9,"MW",0,8,"GREECE","GREECE:  CENTRAL",1,23,5,20,1000,1,25,1020
"1066",1066,29,10,1976,-4.517,139.918,33,7.1,"MS",0,8,"INDONESIA","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA",133,200,12,1287,2000,6,339,3287
"1067",1067,29,10,1989,36.788,2.448,5.7,6,"MW",1,8,"ALGERIA","ALGERIA:  ALGIERS, CHERCHELL, TIPAZA",30,245,5,5,1800,1,276,1805
"1068",1068,29,10,1989,39.571,143.333,9.6,6.9,"MW",1,8,"JAPAN","JAPAN:  N. HONSHU ISLAND",4,1,1000,168,11,62,67,179
