"","DAY","MONTH","YEAR","LATITUDE","LONGITUDE","Date","Time","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION"
"439","20","7","1988",23.902,121.598,"7/20/1988","23:15:37","Earthquake",50.8,NA,NA,5.9,"MW",NA,NA,NA,NA,NA,1.1,"USP0003J1R","US","US","HRV","Reviewed",5163,"",23,15,36.6,51,5.7,NA,5.7,5.8,NA,NA,NA,NA,"TAIWAN","","TAIWAN:  HUALIEN, SU-HUA",30,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA
"440","20","7","2007",42.913,82.378,"7/20/2007","10:06:52","Earthquake",10,NA,423,5.6,"MWC",NA,NA,26.9,NA,NA,0.74,"USP000FGQD","US","US","GCMT","Reviewed",7595,"",10,6,52,10,5.6,5.6,5.3,5.5,NA,NA,NA,NA,"CHINA","","CHINA:  XINJIANG:  TEKES",40,NA,NA,NA,NA,NA,NA,NA,2,2120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2120,4,NA,NA
"441","20","7","2010",27.022,53.861,"7/20/2010","19:38:10","Earthquake",10,NA,233,5.8,"MWC",NA,NA,35.2,NA,NA,0.97,"USP000HG74","US","US","GCMT","Reviewed",9412,"",19,38,9.5,10,5.8,5.8,NA,5.6,NA,NA,NA,NA,"IRAN","","IRAN:  FARSINAJ",140,1,1,NA,NA,32,1,NA,2,NA,NA,NA,3,1,1,NA,NA,32,1,NA,2,NA,NA,NA,3
"442","20","8","1988",26.755,86.616,"8/20/1988","23:09:10","Earthquake",57.4,NA,NA,6.9,"MW",NA,NA,NA,NA,NA,1.1,"USP0003K6T","US","US","HRV","Reviewed",5167,"",23,9,9.5,57,6.6,NA,6.6,6.4,NA,NA,NA,8,"NEPAL","","NEPAL-INDIA:  KATHMANDU, BIHAR",60,1091,4,NA,NA,NA,NA,131.5,4,NA,NA,NA,NA,1091,4,NA,NA,NA,NA,131.5,4,NA,NA,NA,NA
"443","20","8","1989",11.766,41.942,"8/20/1989","11:16:57","Earthquake",11.6,NA,NA,6.5,"MW",NA,NA,NA,NA,NA,1,"USP0003YNM","US","US","HRV","Reviewed",5209,"",11,16,56.5,12,6.3,NA,6.3,5.8,5.8,NA,NA,9,"DJIBOUTI","","DJIBOUTI:  GALAFI, YABAKI",10,2,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,2,1,NA,1,NA,NA,NA,NA
"444","20","8","1997",4.358,96.494,"8/20/1997","7:15:16","Earthquake",33,NA,NA,6,"MWC",NA,NA,NA,NA,NA,1.24,"USP00086G8","US","US","HRV","Reviewed",5471,"",7,15,15.9,33,6,6,6,5.9,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  N. SUMATERA, ACEH, BANDA ACEH, MEDAN",60,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA
"445","20","8","2011",-18.311,168.218,"8/20/2011","18:19:24","Earthquake",28,NA,564,7.1,"MWW",NA,NA,12.3,NA,NA,1.07,"USP000J6RJ","US","US","US","Reviewed",9837,"Tsu",18,19,23.5,28,7,7,7.1,6.4,NA,NA,NA,NA,"VANUATU","","VANUATU ISLANDS",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","20","8","2011",-18.365,168.143,"8/20/2011","16:55:03","Earthquake",32,NA,280,7.2,"MWW",NA,NA,18.4,NA,NA,1.26,"USP000J6R4","US","US","US","Reviewed",9838,"Tsu",16,55,2.8,32,7.1,7.1,7.1,6.2,NA,NA,NA,NA,"VANUATU","","VANUATU ISLANDS",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","20","9","1999",23.772,120.982,"9/20/1999","17:47:18","Earthquake",33,NA,NA,7.7,"MWC",NA,NA,NA,NA,NA,1.11,"USP0009EQ0","US","US","HRV","Reviewed",5535,"",17,47,18.4,33,7.7,7.7,7.7,6.5,NA,NA,NA,10,"TAIWAN","","TAIWAN:  NANTOU, TAICHUNG, TAIZHONG",30,2297,4,NA,NA,8700,4,14000,4,8200,NA,82000,4,2297,4,NA,NA,8700,4,14000,4,NA,NA,82000,4
"448","20","9","2002",-1.68,134.234,"9/20/2002","15:43:35","Earthquake",10,NA,241,6.4,"MWC",NA,NA,NA,NA,NA,1.25,"USP000BCQU","US","US","HRV","Reviewed",5651,"",15,43,35.4,10,6.4,6.4,6.4,5.9,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,31,1
"449","20","9","2003",34.998,140.172,"9/20/2003","3:54:51","Earthquake",51.5,NA,375,5.7,"MWC",NA,NA,90.5,NA,NA,0.99,"USP000C827","US","US","HRV","Reviewed",5721,"",3,54,50.7,52,5.7,5.7,NA,5.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  TOKYO",30,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,2
"450","21","1","1976",44.915,149.123,"1/21/1976","10:05:24","Earthquake",41,NA,NA,7,"MS",NA,NA,NA,NA,NA,NA,"USP0000EKJ","US","US","US","Reviewed",6450,"Tsu",10,5,24.1,41,7,NA,7,6.3,NA,NA,NA,5,"RUSSIA","","RUSSIA:  KURIL ISLANDS",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","21","1","1994",1.015,127.733,"1/21/1994","2:24:30","Earthquake",19.9,NA,NA,7,"MWB",NA,NA,NA,NA,NA,1.2,"USP0006744","US","US","US","Reviewed",5375,"Tsu",2,24,29.9,20,7,7,7.2,6.2,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  KAU",170,9,1,NA,NA,300,3,NA,2,NA,NA,550,3,9,1,NA,NA,300,3,NA,2,NA,NA,550,3
"452","21","1","1997",39.474,76.998,"1/21/1997","1:48:30","Earthquake",33,NA,NA,5.9,"MWC",NA,NA,NA,NA,NA,1.34,"USP0007W5F","US","US","HRV","Reviewed",5446,"",1,48,30.1,33,5.9,5.9,5.8,5.3,NA,NA,NA,NA,"CHINA","","CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY",40,12,1,NA,NA,40,1,NA,3,14000,4,NA,NA,12,1,NA,NA,40,1,NA,3,14000,4,NA,NA
"453","21","1","2007",1.065,126.282,"1/21/2007","11:27:45","Earthquake",22,NA,570,7.5,"MWC",NA,NA,21.6,NA,NA,1.22,"USP000F34B","US","US","GCMT","Reviewed",7456,"",11,27,45,22,7.5,7.5,7.3,6.7,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  MOLUCCA ISLANDS:  N",170,4,1,NA,NA,4,1,NA,1,NA,NA,NA,NA,4,1,NA,NA,4,1,NA,1,NA,NA,NA,NA
"454","21","1","2013",4.927,95.907,"1/21/2013","22:22:53","Earthquake",12,NA,498,6.1,"MWW",NA,NA,16.5,NA,NA,1.24,"USB000ESGN","US","US","US","Reviewed",9957,"",22,22,52.7,12,6.1,6.1,6,5.8,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATERA:  N",60,1,1,NA,NA,15,1,NA,1,NA,NA,71,2,1,1,NA,NA,15,1,NA,1,NA,NA,71,2
"455","21","10","2011",-28.993,-176.238,"10/21/2011","17:57:16","Earthquake",33,NA,707,7.4,"MWW",NA,NA,14.8,NA,NA,0.87,"USP000J9NM","US","US","US","Reviewed",9846,"Tsu",17,57,16.1,33,7.4,7.4,7.5,6.4,NA,NA,NA,NA,"KERMADEC ISLANDS (NEW ZEALAND)","","KERMADEC ISLANDS",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","21","11","1988",37.938,-26.142,"11/21/1988","16:55:53","Earthquake",10.8,2.9,NA,5.9,"MW",NA,NA,NA,NA,NA,0.9,"USP0003P1Z","US","US","HRV","Reviewed",5182,"",16,55,52.5,11,5.3,NA,5.3,5.8,NA,NA,NA,7,"AZORES (PORTUGAL)","","AZORES:  SAO MIGUEL ISLAND",130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","21","11","1997",22.212,92.702,"11/21/1997","11:23:06","Earthquake",54.4,NA,NA,6.1,"MWC",NA,NA,NA,NA,NA,0.97,"USP0008B2R","US","US","HRV","Reviewed",5478,"",11,23,6.3,54,6.1,6.1,NA,5.9,NA,NA,NA,NA,"INDIA","","INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH",60,23,1,NA,NA,200,3,NA,1,1,1,1,1,23,1,NA,NA,200,3,NA,1,1,1,NA,2
"458","21","11","2004",15.679,-61.706,"11/21/2004","11:41:08","Earthquake",14,NA,672,6.3,"MWB",NA,NA,30,NA,NA,0.97,"USP000D8W3","US","US","US","Reviewed",5813,"Tsu",11,41,7.7,14,6.3,6.3,6.1,6.3,NA,NA,NA,NA,"GUADELOUPE","","GUADELOUPE:  BASSE-TERRE, LES SAINTES",90,1,1,NA,NA,12,1,NA,2,NA,3,NA,NA,1,1,NA,NA,12,1,NA,2,NA,3,NA,NA
"459","21","12","1985",-13.966,166.516,"12/21/1985","1:13:22","Earthquake",43,NA,NA,7.1,"MW",NA,NA,NA,NA,NA,1.2,"USP0002P4N","US","US","HRV","Reviewed",5088,"",1,13,22.4,43,7.6,NA,7.6,6,NA,NA,NA,NA,"VANUATU","","VANUATU ISLANDS",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","21","12","1990",41.004,22.3,"12/21/1990","6:57:43","Earthquake",13.3,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,1.1,"USP0004JDT","US","US","HRV","Reviewed",5270,"",6,57,42.9,13,5.9,NA,5.9,5.8,NA,NA,NA,7,"GREECE","","GREECE:  EDHESSA, KILKIS",130,1,1,NA,NA,60,2,NA,1,NA,NA,NA,2,1,1,NA,NA,60,2,NA,1,NA,NA,NA,2
"461","21","12","1999",-6.845,105.555,"12/21/1999","14:14:58","Earthquake",56,NA,NA,6.5,"MWB",NA,NA,NA,NA,NA,1.03,"USP0009K3R","US","US","US","Reviewed",5549,"",14,14,57.6,56,6.5,6.5,6.3,6.2,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA",170,5,1,NA,NA,220,3,3.9,2,NA,NA,2800,4,5,1,NA,NA,220,3,3.9,2,NA,NA,2800,4
"462","21","12","2010",26.901,143.698,"12/21/2010","17:19:41","Earthquake",14,NA,603,7.4,"MWC",NA,NA,13,NA,NA,0.99,"USP000HR97","US","US","US","Reviewed",9759,"Tsu",17,19,40.6,14,7.4,7.4,7.5,7,NA,NA,NA,NA,"JAPAN","","JAPAN:  BONIN ISLANDS",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","21","2","1991",58.427,-175.45,"2/21/1991","2:35:34","Earthquake",20.2,NA,NA,6.7,"MW",NA,NA,NA,NA,NA,1,"USP0004N74","US","US","HRV","Reviewed",6480,"Tsu",2,35,34,20,6.7,6.7,6.5,6.2,NA,NA,NA,NA,"BERING SEA","AK","BERING SEA",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","21","2","1996",-9.593,-79.587,"2/21/1996","12:51:01","Earthquake",10,NA,NA,7.5,"MW",NA,NA,NA,NA,NA,1.2,"USP0007DMB","US","US","HRV","Reviewed",5435,"Tsu",12,51,1.3,10,7.5,7.5,6.6,5.8,NA,NA,NA,4,"PERU","","PERU:  NORTHERN:  CHIMBOTE, CALLAO",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,57,2,NA,NA,15,1,22,1
"465","21","2","2011",-43.583,172.68,"2/21/2011","23:51:42","Earthquake",5.9,NA,323,6.1,"MWW",NA,NA,24.7,NA,NA,NA,"USP000HUVQ","US","WEL","US","Reviewed",9779,"",23,51,42.3,6,6.1,6.1,6.3,6.1,6.3,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",170,181,3,NA,NA,1500,4,15000,4,100000,4,NA,NA,181,3,NA,NA,1500,4,15000,4,100000,4,NA,NA
"466","21","3","1982",42.158,142.361,"3/21/1982","2:32:08","Earthquake",44,NA,NA,6.7,"MS",NA,22,NA,NA,NA,1.1,"USP0001K81","US","US","US","Reviewed",4940,"Tsu",2,32,7.7,44,6.7,NA,6.7,6.4,NA,NA,NA,10,"JAPAN","","JAPAN:  HOKKAIDO, URAKAWA, HIROO",30,110,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","21","4","1977",-9.965,160.731,"4/21/1977","4:24:10","Earthquake",33,NA,NA,7.5,"MS",NA,NA,NA,NA,NA,NA,"USP0000NH4","US","US","US","Reviewed",4774,"Tsu",4,24,9.6,33,8.1,NA,8.1,6.6,NA,NA,NA,7,"SOLOMON ISLANDS","","SOLOMON ISLANDS",170,18,1,NA,NA,1,1,NA,3,NA,NA,NA,NA,18,1,NA,NA,1,1,NA,3,NA,NA,NA,NA
"468","21","4","1995",12.047,125.92,"4/21/1995","5:17:01","Earthquake",27.4,NA,NA,6.8,"MW",NA,NA,NA,NA,NA,1.1,"USP0006W0M","US","US","HRV","Reviewed",6493,"Tsu",5,17,1.3,23,6.8,6.8,6.9,5.6,NA,NA,NA,NA,"PHILIPPINES","","PHILIPPINES:  SAMAR",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","21","4","1995",12.059,125.58,"4/21/1995","0:34:46","Earthquake",20.7,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,1.2,"USP0006VZ9","US","US","HRV","Reviewed",6492,"Tsu",0,34,46,21,7.2,7.2,7.3,6.3,NA,NA,NA,NA,"PHILIPPINES","","PHILIPPINES:  SAMAR",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","21","4","1997",-12.584,166.676,"4/21/1997","12:02:26","Earthquake",33,NA,NA,7.7,"MWC",NA,NA,NA,NA,NA,0.93,"USP00080WT","US","US","HRV","Reviewed",5458,"Tsu",12,2,26.4,33,7.7,7.7,7.9,6.4,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU",170,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,NA,NA
"471","21","4","2007",-45.243,-72.648,"4/21/2007","17:53:46","Earthquake",36.7,6.5,316,6.2,"MWB",NA,NA,36.6,NA,NA,0.98,"USP000FA97","US","US","US","Reviewed",7465,"Tsu",17,53,46.3,37,6.2,6.2,6.3,6.1,NA,NA,NA,NA,"CHILE","","CHILE:  SOUTHERN",160,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,10,1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"472","21","5","1979",-8.299,115.934,"5/21/1979","16:31:05","Earthquake",76,NA,NA,5.7,"MB",NA,NA,NA,NA,NA,NA,"USP00010SV","US","US","US","Reviewed",4832,"",16,31,5.2,43,5.4,NA,5.4,5.4,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  BALI",170,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","21","5","1997",23.083,80.041,"5/21/1997","22:51:29","Earthquake",36,NA,NA,5.8,"MWC",NA,NA,NA,NA,NA,1,"USP00082ND","US","US","HRV","Reviewed",5465,"",22,51,28.7,36,5.8,5.8,5.6,6,NA,NA,NA,8,"INDIA","","INDIA:  SOUTHERN:  JABALPUR",60,56,2,NA,NA,1000,4,143,4,8546,4,8546,4,56,2,NA,NA,1000,4,143,4,8546,4,52690,4
"474","21","5","2003",36.964,3.634,"5/21/2003","18:44:20","Earthquake",12,NA,534,6.8,"MWC",NA,NA,19.4,NA,NA,1.13,"USP000BXPG","US","US","HRV","Reviewed",5694,"Tsu",18,44,20.1,12,6.8,6.8,6.9,6.5,NA,NA,NA,10,"ALGERIA","","ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",15,2266,4,NA,NA,10261,4,5000,4,43000,4,43000,4,2266,4,NA,NA,10261,4,5000,4,43000,4,NA,NA
"475","21","6","1983",41.346,139.099,"6/21/1983","6:25:27","Earthquake",9.9,1.3,NA,6.7,"MW",NA,NA,NA,NA,NA,1.1,"USP0001W81","US","US","NC","Reviewed",6465,"Tsu",6,25,27.3,10,6.9,NA,6.9,6.7,NA,NA,NA,NA,"JAPAN","","JAPAN:  N. HONSHU ISLAND",30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"476","21","6","1990",36.636,49.799,"6/21/1990","9:02:15","Earthquake",15.2,NA,NA,5.8,"MW",NA,NA,NA,NA,NA,1.1,"USP0004ASY","US","US","HRV","Reviewed",5250,"",9,2,14.6,15,5.3,NA,5.3,5.8,NA,NA,NA,NA,"IRAN","","IRAN:  LOWSHAN, MANJIL",140,20,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"477","21","6","1999",18.324,-101.539,"6/21/1999","17:43:05","Earthquake",68.7,NA,NA,6.3,"MWC",NA,NA,NA,NA,NA,1.07,"USP0009A9E","US","US","HRV","Reviewed",5524,"",17,43,4.5,69,6.3,6.3,5.8,6,NA,NA,NA,NA,"MEXICO","","MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO",150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1300,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1300,4
"478","21","6","2000",63.98,-20.758,"6/21/2000","0:51:47","Earthquake",10,NA,351,6.5,"MWC",NA,NA,NA,NA,NA,0.9,"USP0009UX8","US","US","HRV","Reviewed",5566,"",0,51,46.8,10,6.5,6.5,6.6,6.1,NA,NA,NA,NA,"ICELAND","","ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI",120,NA,NA,NA,NA,NA,NA,12,3,12,1,12,1,NA,NA,NA,NA,NA,NA,12,3,12,1,NA,NA
"479","21","7","1995",36.427,103.123,"7/21/1995","22:44:05","Earthquake",12.8,NA,NA,5.6,"MW",NA,NA,NA,NA,NA,1,"USP00070UQ","US","US","HRV","Reviewed",5415,"",22,44,4.5,13,5.6,5.6,5.4,5.7,NA,NA,NA,NA,"CHINA","","CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",30,14,1,NA,NA,60,1,NA,3,4500,4,NA,NA,14,1,NA,NA,60,1,NA,3,4500,4,NA,NA
"480","21","7","2003",25.975,101.29,"7/21/2003","15:16:32","Earthquake",10,NA,316,6,"MWB",NA,NA,41,NA,NA,1.15,"USP000C30U","US","US","US","Reviewed",5707,"",15,16,31.9,10,5.9,5.9,6,5.4,NA,NA,NA,NA,"CHINA","","CHINA:  YUNNAN PROVINCE",30,16,1,NA,NA,584,3,75,4,264878,4,264878,4,16,1,NA,NA,584,3,75,4,264878,4,NA,NA
"481","21","7","2013",-41.704,174.337,"7/21/2013","5:09:31","Earthquake",17,NA,229,6.5,"MWW",NA,NA,20,NA,NA,0.85,"USB000IIVV","US","US","US","Reviewed",10021,"Tsu",5,9,31.4,17,6.5,6.5,6.7,6.1,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  COOK STRAIT",170,NA,NA,NA,NA,5,1,NA,1,NA,NA,35,1,NA,NA,NA,NA,5,1,NA,1,NA,NA,35,1
"482","21","7","2013",34.512,104.262,"7/21/2013","23:45:57","Earthquake",8,NA,276,5.9,"MWW",NA,NA,10,NA,NA,0.8,"USB000IJE3","US","US","US","Reviewed",10018,"",23,45,56.6,8,6,6,6.2,6.1,NA,NA,NA,NA,"CHINA","","CHINA:   GANSU:  DINGXI, MIN",30,94,2,5,1,1001,4,1968,4,NA,4,22496,4,94,2,5,1,1001,4,NA,4,1968,4,22496,4
"483","21","8","1985",-9.159,-78.887,"8/21/1985","11:26:29","Earthquake",56.9,NA,NA,6.4,"MW",NA,NA,NA,NA,NA,1,"USP0002HZ9","US","US","HRV","Reviewed",5071,"",11,26,28.7,57,6.1,NA,NA,6.1,NA,NA,NA,NA,"PERU","","PERU:  COAST:  CHIMBOTE",160,NA,NA,NA,NA,100,2,NA,2,60,2,NA,NA,NA,NA,NA,NA,100,2,NA,2,60,2,NA,NA
"484","21","8","2003",-45.104,167.144,"8/21/2003","12:12:50","Earthquake",28,NA,428,7.2,"MWC",NA,NA,17.5,NA,NA,1.1,"USP000C5H6","US","US","HRV","Reviewed",5719,"Tsu",12,12,49.7,28,7.2,7.2,7.5,6.6,7.1,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"485","21","9","1985",17.802,-101.647,"9/21/1985","1:37:13","Earthquake",30.8,4.9,NA,7.6,"MW",NA,NA,NA,NA,NA,1.2,"USP0002JYP","US","US","HRV","Reviewed",5078,"Tsu",1,37,13.4,31,7.6,NA,7.6,6.3,NA,NA,NA,6,"MEXICO","","MEXICO:  SW COAST:  MEXICO CITY",150,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"486","21","9","2003",19.917,95.672,"9/21/2003","18:16:13","Earthquake",10,NA,518,6.6,"MWB",NA,NA,24.7,NA,NA,0.92,"USP000C87F","US","US","US","Reviewed",5722,"",18,16,13.4,10,6.6,6.6,6.9,6.1,NA,NA,NA,NA,"MYANMAR (BURMA)","","MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK",60,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"487","21","9","2009",27.332,91.437,"9/21/2009","8:53:06","Earthquake",14,NA,259,6.1,"MWB",NA,NA,45.4,NA,NA,0.98,"USP000H1R4","US","US","US","Reviewed",8392,"",8,53,5.9,14,6.1,6.1,6.1,6.1,NA,NA,NA,NA,"BHUTAN","","BHUTAN:  TASHIGANG",60,11,1,NA,NA,NA,NA,NA,3,NA,3,NA,3,11,1,NA,NA,NA,3,NA,3,NA,3,NA,NA
"488","22","1","1988",-19.829,133.882,"1/22/1988","12:04:58","Earthquake",5,NA,NA,6.7,"MS",NA,30,NA,NA,NA,1.1,"USP0003C9N","US","US","US","Reviewed",5157,"",12,4,57.8,5,6.7,NA,6.7,6.5,NA,NA,NA,9,"AUSTRALIA","","AUSTRALIA:  TENNANT CREEK",170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","22","1","1988",-19.847,133.803,"1/22/1988","0:35:58","Earthquake",5,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,1,"USP0003C94","US","US","NC","Reviewed",5156,"",0,35,58,5,6.3,NA,6.3,6.1,NA,NA,NA,NA,"AUSTRALIA","","AUSTRALIA:  TENNANT CREEK",170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","22","1","2003",18.77,-104.104,"1/22/2003","2:06:35","Earthquake",24,NA,551,7.6,"MWB",NA,NA,NA,NA,NA,1.4,"USP000BNYR","US","US","US","Reviewed",5673,"Tsu",2,6,34.6,24,7.5,7.5,7.6,6.5,NA,NA,NA,8,"MEXICO","","MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",150,29,1,NA,NA,300,3,NA,3,2005,4,6615,4,29,1,NA,NA,300,3,NA,3,2005,4,6615,4
"491","22","1","2008",1.011,97.442,"1/22/2008","17:14:58","Earthquake",20,NA,157,6.2,"MWB",NA,NA,38,NA,NA,1.07,"USP000FX81","US","US","US","Reviewed",7750,"",17,14,57.9,20,6.1,6.1,NA,5.9,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI",170,1,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,5,1,NA,1,NA,NA,NA,2
"492","22","10","1999",23.445,120.506,"10/22/1999","2:18:59","Earthquake",33,NA,NA,5.9,"MWB",NA,NA,NA,NA,NA,0.97,"USP0009GD0","US","US","US","Reviewed",5539,"",2,18,58.5,33,5.9,5.9,5.6,5.7,NA,NA,NA,6,"TAIWAN","","TAIWAN:  CHIA-I",30,1,1,NA,NA,254,3,0.786,1,15,1,NA,NA,1,1,NA,NA,254,3,0.786,1,15,1,NA,NA
"493","22","10","2009",36.517,70.95,"10/22/2009","19:51:28","Earthquake",185.9,NA,395,6.2,"MWB",NA,NA,16.2,NA,NA,0.84,"USP000H39A","US","US","US","Reviewed",8574,"",19,51,27.5,18,6.1,6.1,NA,6.1,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  HINDU KUSH",40,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
