"","DAY","MONTH","YEAR","LATITUDE","LONGITUDE","Date","Time","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION"
"298","17","7","1998",23.407,120.736,"7/17/1998","4:51:15","Earthquake",12.6,5.5,NA,5.7,"MWC",NA,NA,NA,NA,NA,1.06,"USP0008RNV","US","US","HRV","Reviewed",5500,"",4,51,14.7,13,5.7,5.7,5.4,5.5,NA,NA,NA,5,"TAIWAN","","TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG",30,5,1,NA,NA,27,1,NA,1,NA,NA,NA,NA,5,1,NA,NA,27,1,NA,1,NA,NA,NA,NA
"299","17","8","1976",7.249,122.939,"8/17/1976","4:19:27","Earthquake",22,NA,NA,6.8,"MS",NA,NA,NA,NA,NA,NA,"USP0000HW4","US","US","US","Reviewed",7362,"",4,19,27.3,22,6.8,NA,6.8,6.2,NA,NA,NA,NA,"PHILIPPINES","","PHILIPPINES:  MINDANAO",170,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"300","17","8","1983",18.231,120.86,"8/17/1983","12:17:56","Earthquake",28.8,NA,NA,6.5,"MS",NA,7,NA,NA,NA,1.1,"USP0001XR0","US","US","US","Reviewed",4987,"Tsu",12,17,56,29,6.5,NA,6.5,6.2,NA,NA,NA,8,"PHILIPPINES","","PHILIPPINES:  LUZON",170,16,1,NA,NA,47,1,2.227,2,NA,3,NA,3,16,1,NA,NA,471,3,2.227,2,NA,3,NA,NA
"301","17","8","1983",55.867,161.287,"8/17/1983","10:55:54","Earthquake",62.6,5.4,NA,7.1,"MW",NA,NA,NA,NA,NA,1.2,"USP0001XQY","US","US","NC","Reviewed",6549,"Tsu",10,55,54.1,63,6.5,NA,6.5,6.6,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  NEAR EAST COAST OF KAMCHATKA",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","17","8","1991",10.045,-69.948,"8/17/1991","6:18:34","Earthquake",10,NA,NA,5.6,"MW",NA,NA,NA,NA,NA,1.2,"USP0004VFT","US","US","HRV","Reviewed",5303,"",6,18,34,10,5.2,NA,5.2,5.5,NA,NA,NA,5,"VENEZUELA","","VENEZUELA:  BARQUISIMETO",160,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,2
"303","18","1","1981",38.64,142.75,"1/18/1981","18:17:24","Earthquake",33,NA,NA,6.9,"MS",NA,NA,NA,NA,NA,NA,"USP0001BSS","US","US","US","Reviewed",6460,"Tsu",18,17,24.4,33,6.9,NA,6.9,6.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  E. HONSHU ISLAND",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","18","1","1981",38.64,142.75,"1/18/1981","18:11:28","Earthquake",33,NA,NA,7,"MWC",NA,NA,NA,NA,NA,NA,"GCMTC011881E","GCMT","GCMT","GCMT","Automatic",6460,"Tsu",18,17,24.4,33,6.9,NA,6.9,6.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  E. HONSHU ISLAND",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","18","1","2011",28.777,63.951,"1/18/2011","20:23:23","Earthquake",68,NA,372,7.2,"MWW",NA,NA,25.3,NA,NA,1.3,"USP000HTB4","US","US","US","Reviewed",9763,"",20,23,23.4,68,7.2,7.2,NA,6.7,NA,NA,NA,NA,"PAKISTAN","","PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",60,3,1,NA,NA,NA,2,NA,2,200,3,200,3,3,1,NA,NA,NA,2,NA,2,NA,NA,200,3
"306","18","10","1992",7.075,-76.862,"10/18/1992","15:11:59","Earthquake",10,NA,NA,7.2,"MWB",NA,NA,NA,NA,NA,1.3,"USP0005FHA","US","US","US","Reviewed",5342,"",15,11,59.1,10,7.4,NA,7.4,6.6,NA,NA,NA,NA,"COLOMBIA","","COLOMBIA:  MURINDO, APARTADO, MEDELLIN",160,11,1,NA,NA,115,2,NA,2,NA,2,NA,NA,11,1,NA,NA,115,2,NA,2,NA,NA,NA,NA
"307","18","10","1995",27.929,130.175,"10/18/1995","10:37:26","Earthquake",28.4,NA,NA,7.1,"MW",NA,NA,NA,NA,NA,1.2,"USP00075BD","US","US","HRV","Reviewed",6495,"Tsu",10,37,26.3,28,7.1,7.1,6.9,6.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  RYUKU IS.",30,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"308","18","10","1996",30.568,131.093,"10/18/1996","10:50:21","Earthquake",10,NA,NA,6.6,"MWC",NA,NA,NA,NA,NA,1.21,"USP0007RKU","US","US","HRV","Reviewed",6332,"Tsu",10,50,20.8,10,6.6,6.6,6.6,6,NA,NA,NA,NA,"JAPAN","","JAPAN:  KYUSHU ISLAND",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","18","11","1997",37.57,20.656,"11/18/1997","13:07:42","Earthquake",33,NA,NA,6.6,"MWC",NA,NA,NA,NA,NA,1.36,"USP0008AW5","US","US","HRV","Reviewed",5477,"",13,7,41.7,33,6.6,6.6,6.4,5.9,NA,NA,NA,NA,"GREECE","","GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","18","11","2003",12.025,125.416,"11/18/2003","17:14:23","Earthquake",35,NA,487,6.5,"MWB",NA,NA,45.9,NA,NA,0.94,"USP000CDB4","US","US","US","Reviewed",5736,"",17,14,22.6,35,6.5,6.5,6.5,6.1,NA,NA,NA,7,"PHILIPPINES","","PHILIPPINES:  SAMAR:  CAN-AVID",170,1,1,NA,NA,21,1,NA,2,1,1,NA,3,1,1,NA,NA,21,1,NA,2,1,1,NA,3
"311","18","12","2001",23.954,122.734,"12/18/2001","4:02:58","Earthquake",14,NA,499,6.8,"MWC",NA,NA,NA,NA,NA,1.04,"USP000AUSW","US","US","HRV","Reviewed",6613,"Tsu",4,2,58.2,14,6.8,6.8,7.3,6.3,NA,NA,NA,NA,"TAIWAN","","TAIWAN",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","18","3","1983",-4.883,153.581,"3/18/1983","9:05:50","Earthquake",88.8,3,NA,7.6,"MS",NA,9,NA,NA,NA,1.3,"USP0001TR1","US","US","US","Reviewed",4965,"Tsu",9,5,50,89,7.6,NA,7.6,6.5,NA,NA,NA,7,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  NEW IRELAND",170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"313","18","3","1985",7.758,123.544,"3/18/1985","19:49:46","Earthquake",33,NA,NA,6.5,"MW",NA,NA,NA,NA,NA,1.1,"USP0002D0R","US","US","HRV","Reviewed",5061,"",19,49,45.8,33,6.5,NA,6.5,6,NA,NA,NA,5,"PHILIPPINES","","PHILIPPINES:  PAGADIAN,  ZAMBOANGA",170,2,1,NA,NA,25,1,NA,2,30,1,NA,NA,2,1,NA,NA,25,1,NA,2,30,1,NA,NA
"314","18","3","1987",32.034,131.837,"3/18/1987","3:36:30","Earthquake",54,NA,NA,6.7,"MW",NA,NA,NA,NA,NA,1.2,"USP00033DD","US","US","HRV","Reviewed",5132,"Tsu",3,36,30.3,54,6.7,NA,6.7,6.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  KYUSHU:  MIYAZAKI, NAZE",30,2,1,NA,NA,5,1,NA,2,NA,NA,NA,NA,2,1,NA,NA,5,1,NA,2,NA,NA,NA,NA
"315","18","4","1985",25.926,102.871,"4/18/1985","5:52:53","Earthquake",5,NA,NA,5.8,"MW",NA,NA,NA,NA,NA,1.4,"USP0002DWY","US","US","HRV","Reviewed",5064,"",5,52,52.8,5,5.8,NA,5.8,5.7,NA,NA,NA,8,"CHINA","","CHINA:  YUNNAN PROVINCE",30,23,1,NA,NA,300,3,1,2,NA,NA,NA,NA,23,1,NA,NA,300,3,1,2,NA,NA,NA,NA
"316","18","4","1990",1.186,122.857,"4/18/1990","13:39:19","Earthquake",25.7,NA,NA,7.8,"MW",NA,NA,NA,NA,NA,1.2,"USP000482Z","US","US","PAR","Reviewed",5231,"",13,39,19,26,7.6,7.6,7.4,6.2,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO",170,3,1,NA,NA,25,1,NA,3,NA,NA,1140,4,3,1,NA,NA,25,1,NA,3,NA,NA,1140,4
"317","18","4","1991",37.457,68.273,"4/18/1991","9:18:30","Earthquake",33,NA,NA,5.5,"MW",NA,NA,NA,NA,NA,1,"USP0004QFN","US","US","HRV","Reviewed",5280,"",9,18,30.4,33,5.1,NA,5.1,5.4,NA,NA,NA,7,"AFGHANISTAN","","AFGHANISTAN:  BADAKHSTAN PROVINCE",40,NA,2,NA,NA,NA,3,NA,3,NA,NA,1000,3,NA,2,NA,NA,NA,3,NA,3,NA,NA,1000,3
"318","18","4","1993",-11.652,-76.53,"4/18/1993","9:16:23","Earthquake",106.3,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,1,"USP0005RCG","US","US","HRV","Reviewed",5353,"",9,16,23.2,106,6.3,6.3,NA,6,NA,NA,NA,NA,"PERU","","PERU:  LIMA",160,6,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","18","4","2002",-27.535,-70.586,"4/18/2002","16:08:37","Earthquake",62,NA,462,6.7,"MWB",NA,NA,NA,NA,NA,1.09,"USP000B2P9","US","US","US","Reviewed",5630,"",16,8,36.7,62,6.6,6.6,NA,6.2,NA,NA,NA,NA,"CHILE","","CHILE:  COPIAPO, TALTAL",160,NA,NA,NA,NA,19,1,NA,2,34,1,575,3,NA,NA,NA,NA,19,1,NA,2,34,1,575,3
"320","18","4","2010",35.633,67.658,"4/18/2010","20:28:50","Earthquake",13,NA,262,5.6,"MWC",NA,NA,33.9,NA,NA,0.84,"USP000HBMK","US","US","GCMT","Reviewed",9012,"",20,28,50.2,13,5.6,5.6,5.4,5.7,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  SAMANGAN PROVINCE",40,11,1,NA,NA,70,2,NA,4,2000,4,NA,NA,11,1,NA,NA,70,2,NA,4,2000,4,NA,NA
"321","18","5","1980",43.294,20.837,"5/18/1980","20:02:57","Earthquake",9,NA,NA,5.8,"MS",NA,NA,NA,NA,NA,NA,"USP00017A5","US","US","US","Reviewed",4877,"",20,2,57.5,9,5.8,NA,5.8,5.7,NA,NA,NA,8,"SERBIA AND MONTENEGRO","","BALKANS NW:  SERBIA",130,NA,NA,NA,NA,30,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,50,1,5,2,NA,NA,NA,NA
"322","18","5","2002",-2.907,33.733,"5/18/2002","15:15:09","Earthquake",10,NA,172,5.5,"MWC",NA,NA,NA,NA,NA,0.94,"USP000B4J1","US","US","HRV","Reviewed",5636,"",15,15,8.8,10,5.5,5.5,5.5,5.2,NA,NA,NA,NA,"TANZANIA","","TANZANIA:  BUNDA",10,2,1,NA,NA,NA,NA,NA,2,690,3,700,3,2,1,NA,NA,NA,NA,NA,2,690,3,700,3
"323","18","6","1994",-42.963,171.658,"6/18/1994","3:25:16","Earthquake",13.6,NA,NA,6.8,"MW",NA,NA,NA,NA,NA,1.3,"USP0006EFU","US","US","HRV","Reviewed",5389,"",3,25,15.8,14,6.8,6.8,7.1,6.2,NA,NA,NA,6,"NEW ZEALAND","","NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"324","18","6","2000",-13.802,97.453,"6/18/2000","14:44:13","Earthquake",10,NA,405,7.9,"MWC",NA,NA,NA,NA,NA,1.16,"USP0009UT0","US","US","HRV","Reviewed",5565,"Tsu",14,44,13.3,10,7.9,7.9,7.8,6.8,NA,NA,NA,NA,"AUSTRALIA","","AUSTRALIA:  S, COCOS ISLANDS",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","18","6","2007",34.437,50.833,"6/18/2007","14:29:48","Earthquake",5,NA,383,5.5,"MWB",NA,NA,38.7,NA,NA,1.25,"USP000FE9M","US","US","US","Reviewed",7535,"",14,29,48.2,5,5.5,5.5,5.1,5.3,NA,NA,NA,NA,"IRAN","","IRAN:  QOM",140,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA
"326","18","6","2010",13.197,93.087,"6/18/2010","23:09:31","Earthquake",20,NA,376,5.9,"MWC",NA,NA,27.9,NA,NA,0.86,"USP000HE8Q","US","US","GCMT","Reviewed",9765,"",23,9,31,20,5.9,5.9,5.9,6.1,NA,NA,NA,NA,"INDIA","","INDIA:  ANDAMAN ISLANDS:  DIGLIPUR",60,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"327","18","6","2013",54.263,86.173,"6/18/2013","23:02:10","Earthquake",9.9,2.2,131,5.6,"MB",NA,505,18,NA,NA,0.59,"USC000HUL6","US","US","US","Reviewed",10007,"",23,2,9.8,10,5.3,5.3,NA,5.6,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  KEMEROVO",40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,500,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,500,3
"328","18","7","1986",10.77,-69.428,"7/18/1986","17:22:38","Earthquake",7.2,NA,NA,5.5,"MW",NA,NA,NA,NA,NA,1,"USP0002W52","US","US","HRV","Reviewed",5104,"",17,22,38.2,7,4.9,NA,4.9,5.9,NA,NA,NA,NA,"VENEZUELA","","VENEZUELA:  CHURUGUARA,  FALCON, LARA",160,1,1,NA,NA,NA,NA,NA,1,30,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,30,1,NA,NA
"329","18","7","1990",36.99,29.595,"7/18/1990","11:29:25","Earthquake",17.2,NA,NA,5.5,"MW",NA,NA,NA,NA,NA,1.2,"USP0004C4Y","US","US","HRV","Reviewed",5255,"",11,29,24.9,17,5.1,NA,5.1,5.2,NA,NA,NA,NA,"TURKEY","","TURKEY:  CAMELI, DENIZLI",140,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,393,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,393,3
"330","18","7","1991",44.888,22.407,"7/18/1991","11:56:31","Earthquake",11.6,NA,NA,5.6,"MW",NA,NA,NA,NA,NA,1.2,"USP0004UAJ","US","US","HRV","Reviewed",5299,"",11,56,30.6,12,5.6,5.6,5.5,5.7,NA,NA,NA,8,"ROMANIA","","ROMANIA:  ORSAVA",110,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,615,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,615,3
"331","18","7","1992",39.419,143.33,"7/18/1992","8:36:59","Earthquake",28.6,NA,NA,6.9,"MW",NA,NA,NA,NA,NA,1,"USP0005B1C","US","US","HRV","Reviewed",6484,"Tsu",8,36,58.7,29,7,NA,7,6.2,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU ISLAND",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","18","7","2004",-38,176.51,"7/18/2004","4:22:23","Earthquake",5,NA,92,5.6,"MWB",NA,NA,90.7,NA,NA,NA,"USP000D0D2","US","WEL","US","Reviewed",5791,"",4,22,22.6,5,5.4,5.4,5.1,5.1,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",170,1,1,NA,NA,2,1,NA,2,NA,NA,5,1,1,1,NA,NA,2,1,NA,2,NA,NA,5,1
"333","18","8","1980",-1.948,-80.017,"8/18/1980","15:07:53","Earthquake",55,NA,NA,5.6,"MB",NA,NA,NA,NA,NA,NA,"USP00019ER","US","US","US","Reviewed",4891,"",15,7,52.6,55,5.6,NA,NA,5.6,NA,NA,NA,NA,"ECUADOR","","ECUADOR:  W, GUAYAQUIL",160,8,1,NA,NA,100,2,5,2,NA,NA,NA,NA,8,1,NA,NA,100,2,5,2,NA,NA,NA,NA
"334","18","8","1994",35.52,-0.106,"8/18/1994","1:13:06","Earthquake",8.7,NA,NA,5.9,"MW",NA,NA,NA,NA,NA,1.2,"USP0006H33","US","US","HRV","Reviewed",5391,"",1,13,5.7,9,5.9,5.9,5.9,5.7,NA,NA,NA,NA,"ALGERIA","","ALGERIA:  MASCARA",15,171,3,NA,NA,NA,NA,NA,4,NA,4,NA,4,171,3,NA,NA,NA,NA,NA,4,NA,4,NA,NA
"335","18","8","2003",29.573,95.605,"8/18/2003","9:03:04","Earthquake",33,NA,344,5.5,"MWB",NA,NA,34.7,NA,NA,0.92,"USP000C58M","US","US","US","Reviewed",5717,"",9,3,3.5,33,5.5,5.5,5.3,5.6,NA,NA,NA,NA,"CHINA","","CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"336","18","8","2012",-1.315,120.096,"8/18/2012","9:41:52","Earthquake",10,NA,359,6.3,"MWW",NA,NA,15.6,NA,NA,1.24,"USP000JQF3","US","US","US","Reviewed",9938,"",9,41,52.4,10,6.3,6.3,6.1,5.8,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",170,6,1,NA,NA,43,1,NA,4,471,3,1097,4,6,1,NA,NA,43,1,NA,4,471,3,1097,4
"337","18","9","1984",34.006,141.5,"9/18/1984","17:02:44","Earthquake",47.6,1.6,NA,6.8,"MW",NA,NA,NA,NA,NA,1,"USP00027GA","US","US","HRV","Reviewed",6467,"Tsu",17,2,44.3,48,6.9,NA,6.9,6.6,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU ISLAND",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","18","9","1984",40.885,42.219,"9/18/1984","13:26:02","Earthquake",10,NA,NA,5.5,"MW",NA,NA,NA,NA,NA,1.2,"USP00027G4","US","US","HRV","Reviewed",5047,"",13,26,1.8,10,6.4,NA,6.4,5.3,NA,NA,NA,8,"TURKEY","","TURKEY:  E, ERZURUM, OLUR-SENKAYA",140,3,1,NA,NA,38,1,NA,2,75000,4,NA,NA,3,1,NA,NA,38,1,NA,3,75000,4,NA,NA
"339","18","9","1991",14.646,-90.986,"9/18/1991","9:48:13","Earthquake",5,NA,NA,6.2,"MW",NA,NA,NA,NA,NA,1.3,"USP0004WRV","US","US","HRV","Reviewed",5306,"",9,48,13.1,5,6.2,NA,6.2,5.7,NA,NA,NA,6,"GUATEMALA","","GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA",100,25,1,NA,NA,200,3,NA,3,NA,NA,NA,NA,25,1,NA,NA,200,3,NA,3,NA,NA,NA,NA
"340","18","9","2009",-9.138,115.593,"9/18/2009","23:06:58","Earthquake",79,4.8,375,5.7,"MWC",NA,NA,24,NA,NA,1.09,"USP000H1N7","US","US","US","Reviewed",8534,"",23,6,57.7,79,5.7,5.7,NA,6,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  BALI:  DENPASAR",170,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,2
"341","18","9","2009",6.513,124.715,"9/18/2009","11:53:48","Earthquake",10,NA,88,5.7,"MWC",NA,NA,40.4,NA,NA,1.13,"USP000H1MU","US","US","US","Reviewed",8533,"",11,53,48,10,5.7,5.7,5.2,5.4,NA,NA,NA,NA,"PHILIPPINES","","PHILIPPINES:  COTABATO, SULTAN KUDARAT",170,NA,NA,NA,NA,91,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,91,2,NA,1,NA,NA,76,2
"342","18","9","2011",27.73,88.155,"9/18/2011","12:40:52","Earthquake",50,NA,383,6.9,"MWW",NA,NA,13,NA,NA,0.96,"USP000J88B","US","US","US","Reviewed",9842,"",12,40,51.8,50,6.9,6.9,6.7,6.6,NA,NA,NA,NA,"INDIA","","INDIA:  SIKKIM",60,111,3,NA,NA,177,3,22.3,3,6000,4,6000,4,111,3,NA,NA,177,3,22.3,3,NA,4,6000,4
"343","19","1","1981",-4.576,139.232,"1/19/1981","15:11:01","Earthquake",33,NA,NA,6.7,"MS",NA,NA,NA,NA,NA,NA,"USP0001BTA","US","US","US","Reviewed",4909,"",15,11,1,33,6.7,NA,6.7,6,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS",170,305,3,NA,NA,NA,2,5,2,NA,NA,NA,NA,305,3,NA,NA,NA,2,5,2,NA,NA,NA,NA
"344","19","1","1995",5.05,-72.916,"1/19/1995","15:05:03","Earthquake",17.3,NA,NA,6.5,"MW",NA,NA,NA,NA,NA,0.9,"USP0006RKQ","US","US","HRV","Reviewed",5402,"",15,5,3.4,17,6.5,6.5,6.6,6.3,NA,NA,NA,NA,"COLOMBIA","","COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES",160,7,1,NA,NA,NA,2,NA,2,512,3,20,1,7,1,NA,NA,NA,2,NA,2,512,3,20,1
"345","19","1","2005",34.064,141.491,"1/19/2005","6:11:36","Earthquake",27.8,NA,225,6.6,"MWC",NA,NA,78.5,NA,NA,1.2,"USP000DDRK","US","US","HRV","Reviewed",6640,"Tsu",6,11,36.4,28,6.6,6.6,6.4,5.8,NA,NA,NA,NA,"JAPAN","","JAPAN:  EAST COAST HONSHU",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","19","10","1991",30.78,78.774,"10/19/1991","21:23:14","Earthquake",10.3,NA,NA,6.8,"MWB",NA,NA,NA,NA,NA,1.2,"USP0004Y1R","US","US","US","Reviewed",5307,"",21,23,14.3,10,7,NA,7,6.5,NA,NA,NA,8,"INDIA","","INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",60,2000,4,NA,NA,1800,4,60,4,7500,4,7500,4,2000,4,NA,NA,1800,4,60,4,7500,4,NA,NA
"347","19","10","1995",28.094,130.148,"10/19/1995","2:41:36","Earthquake",19.7,NA,NA,6.8,"MW",NA,NA,NA,NA,NA,1.2,"USP00075DB","US","US","HRV","Reviewed",6496,"Tsu",2,41,36.1,20,6.8,6.8,6.9,6.3,NA,NA,NA,NA,"JAPAN","","JAPAN:  RYUKU IS.",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","19","10","1996",31.885,131.468,"10/19/1996","14:44:41","Earthquake",22,NA,NA,6.7,"MWC",NA,NA,NA,NA,NA,1.02,"USP0007RP0","US","US","HRV","Reviewed",6607,"Tsu",14,44,40.7,22,6.7,6.7,6.6,6.3,NA,NA,NA,NA,"JAPAN","","JAPAN:  KYUSHU ISLAND",30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"349","19","10","2001",-4.102,123.907,"10/19/2001","3:28:44","Earthquake",33,NA,234,7.5,"MWC",NA,NA,NA,NA,NA,1.14,"USP000AR78","US","US","HRV","Reviewed",5610,"",3,28,44.4,33,7.5,7.5,7.3,6.3,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  BANDA SEA",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","19","11","1991",4.554,-77.442,"11/19/1991","22:28:51","Earthquake",21.3,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,1.2,"USP0004ZBT","US","US","HRV","Reviewed",5311,"",22,28,51,21,6.4,NA,6.4,6.4,NA,NA,NA,6,"COLOMBIA","","COLOMBIA:  CHACO, BUENAVENTURA, CALI",160,2,1,NA,NA,NA,NA,NA,1,NA,NA,28,1,2,1,NA,NA,NA,NA,NA,2,NA,NA,28,1
"351","19","11","1998",27.308,101.029,"11/19/1998","11:38:15","Earthquake",33,NA,NA,5.6,"MWC",NA,NA,NA,NA,NA,0.97,"USP0008YEF","US","US","HRV","Reviewed",5509,"",11,38,14.8,33,5.6,5.6,5.6,5.2,NA,NA,NA,NA,"CHINA","","CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG",30,5,1,NA,NA,1543,4,70,4,12000,4,12000,4,5,1,NA,NA,1543,4,70,4,12000,4,NA,NA
"352","19","11","2008",8.267,-82.967,"11/19/2008","6:11:21","Earthquake",32,NA,359,6.3,"MWC",NA,NA,35.1,NA,NA,1.16,"USP000GP1C","US","US","GCMT","Reviewed",8192,"",6,11,20.7,32,6.1,6.1,5.9,5.9,NA,NA,NA,NA,"PANAMA","","PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",100,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
